Bin	secondary_cluster	primary_cluster	length	completeness	contamination	Secondary_sample_accession	MAG_source	Study	Oral_site	Age_BP	Country	Continent	R1_depth	Paired	Direction	Industrialization	sample_host
SEQF9804.1	2805_11	2805	2670755	98.45	0	SEQF9804.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS064449__bin.24	2805_12	2805	1793715	58.62068966	1.724137931	SRS064449	Passoli2019	HMP_2012	supPQ	7	USA	North America	78534657	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS014578__bin.38	2805_13	2805	1981689	70.68965517	1.724137931	SRS014578	Passoli2019	HMP_2012	supPQ	7	USA	North America	50193503	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS047113__bin.61	2805_14	2805	1956844	60.34482759	0	SRS047113	Passoli2019	HMP_2012	supPQ	7	USA	North America	82984236	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS024649__bin.4	2805_15	2805	1648679	51.72413793	1.724137931	SRS024649	Passoli2019	HMP_2012	supPQ	7	USA	North America	57276236	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS017511__bin.59	2805_16	2805	1980805	68.10344828	0	SRS017511	Passoli2019	HMP_2012	supPQ	7	USA	North America	72485948	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS019906__bin.8	2805_17	2805	2208808	92.0751634	2.058823529	SRS019906	Passoli2019	HMP_2012	supPQ	7	USA	North America	43907386	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS015158__bin.12	2805_18	2805	2039015	72.4137931	0	SRS015158	Passoli2019	HMP_2012	supPQ	7	USA	North America	69523614	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS053917__bin.6	2805_19	2805	2206267	91.77696078	2.058823529	SRS053917	Passoli2019	HMP_2012	supPQ	7	USA	North America	115781472	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS019077__bin.45	2805_20	2805	1779293	70.68965517	0	SRS019077	Passoli2019	HMP_2012	supPQ	7	USA	North America	50140330	Yes	Western	Industrial	Homo sapiens
CMC045.B.bin.r.2	2805_21	2805	1754155	71.94	1.96	CMC045.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	265986262	Yes	Global South	Non_industrial	Homo sapiens
ERS3395770.bin.r.7	2805_22	2805	1980188	74.14	1.72	ERS3395770	Velsko2019	Velsko2019	mod_calculus	7	Spain	Europe	31295281	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS013949__bin.40	2805_23	2805	1248494	51.72413793	3.448275862	SRS013949	Passoli2019	HMP_2012	supPQ	7	USA	North America	76484564	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS019129__bin.12	2805_24	2805	1876573	74.13793103	1.724137931	SRS019129	Passoli2019	HMP_2012	subPQ	7	USA	North America	17595401	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS017304__bin.16	2805_25	2805	1701549	69.44444444	1.764705882	SRS017304	Passoli2019	HMP_2012	supPQ	7	USA	North America	52827537	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS021477__bin.32	2805_26	2805	1978830	72.4137931	0	SRS021477	Passoli2019	HMP_2012	supPQ	7	USA	North America	63552188	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS022536__bin.14	2805_27	2805	1766712	78.85620915	2.156862745	SRS022536	Passoli2019	HMP_2012	supPQ	7	USA	North America	88738899	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS019225__bin.21	2805_28	2805	1987092	90.44117647	3.039215686	SRS019225	Passoli2019	HMP_2012	supPQ	7	USA	North America	30387221	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS015803__bin.25	2805_29	2805	1959643	70.68965517	0	SRS015803	Passoli2019	HMP_2012	supPQ	7	USA	North America	63147964	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS016043__bin.28	2805_30	2805	2286400	93.59477124	0.882352941	SRS016043	Passoli2019	HMP_2012	supPQ	7	USA	North America	38278820	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS023964__bin.14	2805_31	2805	2040919	82.48366013	3.676470588	SRS023964	Passoli2019	HMP_2012	supPQ	7	USA	North America	41939190	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS015989__bin.7	2805_32	2805	1922808	64.65517241	0	SRS015989	Passoli2019	HMP_2012	supPQ	7	USA	North America	66820471	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS019980__bin.39	2805_33	2805	1719898	72.4137931	0	SRS019980	Passoli2019	HMP_2012	supPQ	7	USA	North America	73656326	Yes	Western	Industrial	Homo sapiens
CMC035.B.bin.r.85	2805_34	2805	2236025	94.33	0	CMC035.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	323719647	Yes	Global South	Non_industrial	Homo sapiens
ERS3395769.bin.r.16	2805_34	2805	2362008	93.77	0	ERS3395769	Velsko2019	Velsko2019	mod_calculus	7	Spain	Europe	47839599	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS011098__bin.12	2805_35	2805	2342912	96.35212418	0	SRS011098	Passoli2019	HMP_2012	supPQ	7	USA	North America	56414058	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS054430__bin.36	2805_35	2805	1433700	55.17241379	3.448275862	SRS054430	Passoli2019	HMP_2012	supPQ	7	USA	North America	29934027	Yes	Western	Industrial	Homo sapiens
SEQF9805.1	2805_36	2805	2541982	99	0.59	SEQF9805.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
SEQF9806.1	2805_36	2805	2561486	98.85	0.59	SEQF9806.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
SEQF9807.1	2805_36	2805	2565097	99	0.59	SEQF9807.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
CMC006.B.bin.r.60	2805_37	2805	1469607	64.66	0	CMC006.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	251707149	Yes	Global South	Non_industrial	Homo sapiens
CMC018.B.bin.r.135	2805_38	2805	1739834	75.86	5.17	CMC018.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	214191009	Yes	Global South	Non_industrial	Homo sapiens
HMP_2012__SRS018157__bin.65	2805_39	2805	1870840	84.05228758	0.588235294	SRS018157	Passoli2019	HMP_2012	supPQ	7	USA	North America	97847428	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS075410__bin.23	2805_39	2805	2299181	94.70588235	0	SRS075410	Passoli2019	HMP_2012	supPQ	7	USA	North America	109169108	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS015899__bin.3	2805_40	2805	1866699	74.13793103	3.448275862	SRS015899	Passoli2019	HMP_2012	supPQ	7	USA	North America	73609970	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS042984__bin.59	2805_41	2805	1786907	68.96551724	0	SRS042984	Passoli2019	HMP_2012	supPQ	7	USA	North America	114806163	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS017445__bin.50	2805_42	2805	1589854	62.06896552	1.724137931	SRS017445	Passoli2019	HMP_2012	supPQ	7	USA	North America	109705873	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS014894__bin.34	2805_43	2805	1928815	62.06896552	0	SRS014894	Passoli2019	HMP_2012	supPQ	7	USA	North America	35358997	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS055378__bin.72	2805_44	2805	2063311	79.31034483	1.724137931	SRS055378	Passoli2019	HMP_2012	supPQ	7	USA	North America	62573209	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS018394__bin.26	2805_45	2805	1888146	72.4137931	0.862068966	SRS018394	Passoli2019	HMP_2012	supPQ	7	USA	North America	84508308	Yes	Western	Industrial	Homo sapiens
ERS3395767.bin.r.21	2805_46	2805	1923473	83.61	1.52	ERS3395767	Velsko2019	Velsko2019	mod_calculus	7	Spain	Europe	52819590	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS018665__bin.47	2805_47	2805	2056851	89.70588235	0.196078431	SRS018665	Passoli2019	HMP_2012	supPQ	7	USA	North America	78912374	Yes	Western	Industrial	Homo sapiens
ERS3774491.bin.r.10	2805_48	2805	2270944	92.94	0	ERS3774491	FellowsYates2021	FellowsYates2021	mod_calculus	7	Spain	Europe	33357115	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS023538__bin.30	2805_49	2805	1005440	51.72413793	0	SRS023538	Passoli2019	HMP_2012	supPQ	7	USA	North America	39540063	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS018975__bin.20	2805_50	2805	2018013	68.96551724	1.724137931	SRS018975	Passoli2019	HMP_2012	supPQ	7	USA	North America	55354869	Yes	Western	Industrial	Homo sapiens
CMC040.B.bin.r.10	2805_51	2805	2018556	81.36	2.75	CMC040.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	246507346	Yes	Global South	Non_industrial	Homo sapiens
ERS12516990.bin.r.36	2805_52	2805	2257407	94.54	2.68	ERS12516990	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	115376412	Yes	Global South	Non_industrial	Homo sapiens
SEQF9808.1	2805_53	2805	2646022	98.41	0	SEQF9808.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
CMC031.B.bin.r.33	2805_54	2805	1893184	68.97	0	CMC031.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	79834774	Yes	Global South	Non_industrial	Homo sapiens
ERS3774488.bin.r.30	2805_55	2805	2106987	90.18	0	ERS3774488	FellowsYates2021	FellowsYates2021	mod_calculus	7	Spain	Europe	43443020	Yes	Western	Industrial	Homo sapiens
ERS3774486.bin.r.6	2806_0	2806	1123532	50.71	1.72	ERS3774486	FellowsYates2021	FellowsYates2021	mod_calculus	7	Spain	Europe	15841120	Yes	Western	Industrial	Homo sapiens
ERS12516964.bin.r.51	2807_0	2807	1189645	55.31	0.88	ERS12516964	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	211396268	Yes	Global South	Non_industrial	Homo sapiens
MGYG000298177	2808_0	2808	1204485	50.5	0	ERS7599756	MGNify	ERP108069	SL	7	China	Asia	18986049.25	Yes	Eastern	Industrial	Homo sapiens
HMP_2012__SRS043018__bin.33	2809_0	2809	1944312	67.24137931	4.310344828	SRS043018	Passoli2019	HMP_2012	supPQ	7	USA	North America	53404815	Yes	Western	Industrial	Homo sapiens
ERS6955130.bin.r.6	2810_1	2810	2061926	90.31	2.71	ERS6955130	Ancient	Brealey2021	anc_calculus	100	Sweden	Europe	493117990	Yes	Ancient	Ancient	Ursus arctos
ERS6955144.bin.r.1	2810_1	2810	2152514	93.54	1.19	ERS6955144	Ancient	Brealey2021	anc_calculus	100	Sweden	Europe	184095390	Yes	Ancient	Ancient	Ursus arctos
ERS6955148.bin.r.14	2810_1	2810	2061519	96.05	0.79	ERS6955148	Ancient	Brealey2021	anc_calculus	100	Sweden	Europe	215298966	Yes	Ancient	Ancient	Ursus arctos
ERS3774378.bin.r.13	2811_1	2811	1675902	76.09	3.9	ERS3774378	Ancient	FellowsYates2021-nonhumanDNA	anc_calculus	200	Nicaragua	North America	86502123	Yes	Ancient	Ancient	Alouatta palliata
ERS3774379.bin.r.9	2811_1	2811	1619285	73.87	2.16	ERS3774379	Ancient	FellowsYates2021-nonhumanDNA	anc_calculus	200	Nicaragua	North America	96429625	Yes	Ancient	Ancient	Alouatta palliata
ERS3774380.bin.r.15	2811_1	2811	1786243	83.26	2.49	ERS3774380	Ancient	FellowsYates2021-nonhumanDNA	anc_calculus	200	Nicaragua	North America	156956802	Yes	Ancient	Ancient	Alouatta palliata
HMP_2012__SRS023841__bin.1	2812_1	2812	1434062	56.89655172	1.724137931	SRS023841	Passoli2019	HMP_2012	supPQ	7	USA	North America	31702457	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS075410__bin.13	2812_1	2812	1938423	83.83496363	0.902934537	SRS075410	Passoli2019	HMP_2012	supPQ	7	USA	North America	109169108	Yes	Western	Industrial	Homo sapiens
ERS3395766.bin.r.23	2812_2	2812	1896180	77.23	3.04	ERS3395766	Velsko2019	Velsko2019	mod_calculus	7	Spain	Europe	51309213	Yes	Western	Industrial	Homo sapiens
CMC032.B.bin.r.31	2812_3	2812	2086766	86.78	1.49	CMC032.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	222525433	Yes	Global South	Non_industrial	Homo sapiens
ERS3395767.bin.r.19	2812_4	2812	1945517	86.91	0.89	ERS3395767	Velsko2019	Velsko2019	mod_calculus	7	Spain	Europe	52819590	Yes	Western	Industrial	Homo sapiens
ERS3395770.bin.r.13	2812_5	2812	2094236	89.38	1.43	ERS3395770	Velsko2019	Velsko2019	mod_calculus	7	Spain	Europe	31295281	Yes	Western	Industrial	Homo sapiens
CMC037.B.bin.r.17	2812_6	2812	2028396	85.77	0.79	CMC037.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	223477032	Yes	Global South	Non_industrial	Homo sapiens
CMC043.B.bin.r.14	2812_7	2812	1928398	84.44	4.92	CMC043.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	241096817	Yes	Global South	Non_industrial	Homo sapiens
CMC012.B.bin.r.61	2812_8	2812	1945623	81.51	2.92	CMC012.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	419920041	Yes	Global South	Non_industrial	Homo sapiens
ERS12516976.bin.r.14	2812_9	2812	1967129	83.9	0.45	ERS12516976	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	60770884	Yes	Global South	Non_industrial	Homo sapiens
CMC023.B.bin.r.24	2812_10	2812	1873790	80.48	0.6	CMC023.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	219253747	Yes	Global South	Non_industrial	Homo sapiens
ERS12516962.bin.r.17	2813_0	2813	1765378	75.42	2.35	ERS12516962	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	252721172	Yes	Global South	Non_industrial	Homo sapiens
GWHARNG00000000	2814_0	2814	1322296	58.71	2.97	RSZYD18187183	Zhu2022	Zhu2022	SL	7	China	Asia	79766046	Yes	Eastern	Industrial	Homo sapiens
SEQF4006.1	2815_0	2815	2458478	96.73	0.23	SEQF4006.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS021496__bin.41	2816_1	2816	1096351	50	1.724137931	SRS021496	Passoli2019	HMP_2012	TN	7	USA	North America	101173678	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS023926__bin.65	2816_1	2816	1799607	85.5430148	1.58013544	SRS023926	Passoli2019	HMP_2012	TN	7	USA	North America	99043965	Yes	Western	Industrial	Homo sapiens
GWHAPQS00000000	2816_2	2816	2008972	89.44	1.13	RDPYD18189874	Zhu2022	Zhu2022	SL	7	China	Asia	82476368	Yes	Eastern	Industrial	Homo sapiens
HMP_2012__SRS023938__bin.19	2817_0	2817	1619799	77.04038124	1.399548533	SRS023938	Passoli2019	HMP_2012	supPQ	7	USA	North America	109247154	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS016575__bin.17	2818_1	2818	1352059	53.71582644	1.297968397	SRS016575	Passoli2019	HMP_2012	supPQ	7	USA	North America	66622189	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS017227__bin.29	2818_1	2818	1691328	57.75862069	1.724137931	SRS017227	Passoli2019	HMP_2012	supPQ	7	USA	North America	93358090	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS016360__bin.5	2818_2	2818	1781336	65.51724138	0	SRS016360	Passoli2019	HMP_2012	supPQ	7	USA	North America	73283167	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS018665__bin.19	2819_1	2819	1532444	68.10344828	1.724137931	SRS018665	Passoli2019	HMP_2012	supPQ	7	USA	North America	78912374	Yes	Western	Industrial	Homo sapiens
SEQF4022.1	2819_2	2819	2408287	96.5	0.62	SEQF4022.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS020226__bin.15	2819_3	2819	1602903	71.35941811	2.276147479	SRS020226	Passoli2019	HMP_2012	supPQ	7	USA	North America	83996022	Yes	Western	Industrial	Homo sapiens
SEQF4011.1	2819_4	2819	2203048	96.5	0.68	SEQF4011.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
SEQF4018.1	2819_5	2819	2188187	96.52	0.73	SEQF4018.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
ERS3395764.bin.r.2	2819_6	2819	2035223	91.36	0	ERS3395764	Velsko2019	Velsko2019	mod_calculus	7	Spain	Europe	70322031	Yes	Western	Industrial	Homo sapiens
ERS3395765.bin.r.6	2819_6	2819	2076772	91.5	0.3	ERS3395765	Velsko2019	Velsko2019	mod_calculus	7	Spain	Europe	53927712	Yes	Western	Industrial	Homo sapiens
CMC017.B.bin.r.89	2819_7	2819	1513079	53.76	3.45	CMC017.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	281138320	Yes	Global South	Non_industrial	Homo sapiens
CMC028.B.bin.r.11	2819_8	2819	2112261	92.05	0.45	CMC028.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	236813000	Yes	Global South	Non_industrial	Homo sapiens
CMC011.B.bin.r.26	2819_9	2819	1915334	86.59	0.45	CMC011.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	225401674	Yes	Global South	Non_industrial	Homo sapiens
CMC038.B.bin.r.77	2819_10	2819	2068470	89.62	1.49	CMC038.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	309352455	Yes	Global South	Non_industrial	Homo sapiens
SEQF4008.1	2819_11	2819	2362358	96.26	1.13	SEQF4008.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
SEQF4014.1	2819_11	2819	2461924	96.49	0.9	SEQF4014.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS024561__bin.50	2819_12	2819	1216108	56.66039629	1.473539002	SRS024561	Passoli2019	HMP_2012	supPQ	7	USA	North America	46178633	Yes	Western	Industrial	Homo sapiens
SEQF1016.1	2819_13	2819	2171245	95.96	0.56	SEQF1016.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
SEQF4004.1	2819_13	2819	2192577	96.26	0.56	SEQF4004.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
SEQF4005.1	2819_13	2819	2192571	96.26	0.56	SEQF4005.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
SEQF4007.1	2819_13	2819	2258481	96.49	0.45	SEQF4007.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
SEQF4009.1	2819_14	2819	2227855	96.49	0.56	SEQF4009.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
SEQF4021.1	2819_14	2819	2412728	96.49	0.56	SEQF4021.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
SEQF4019.1	2819_15	2819	2246558	96.49	0.45	SEQF4019.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
ERS3395769.bin.r.8	2819_16	2819	1714164	77.03	3.94	ERS3395769	Velsko2019	Velsko2019	mod_calculus	7	Spain	Europe	47839599	Yes	Western	Industrial	Homo sapiens
SEQF4013.1	2819_17	2819	2423039	96.49	0.56	SEQF4013.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
CM_periimplantitis__SP_602SPI_T016__bin.4	2819_18	2819	2027779	90.38066022	0.225733634	SP_602SPI_T016	Passoli2019	CM_periimplantitis	subPQ	7	Italy	Europe	29682457	Yes	Western	Industrial	Homo sapiens
MGYG000298438	2819_18	2819	2070314	91.56	0.23	ERS6080725	MGNify	ERP127228	supPQ	7	Italy	Europe	5248769.0619469	Yes	Western	Industrial	Homo sapiens
ERS3774491.bin.r.27	2819_19	2819	1553533	64.66	0	ERS3774491	FellowsYates2021	FellowsYates2021	mod_calculus	7	Spain	Europe	33357115	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS012285__bin.30	2819_19	2819	1785662	81.90619513	2.30248307	SRS012285	Passoli2019	HMP_2012	supPQ	7	USA	North America	74907376	Yes	Western	Industrial	Homo sapiens
SEQF4016.1	2819_19	2819	2239719	96.48	0.68	SEQF4016.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
CMC018.B.bin.r.144	2819_20	2819	1499207	51.72	0	CMC018.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	214191009	Yes	Global South	Non_industrial	Homo sapiens
CMC022.B.bin.r.117	2819_21	2819	1759225	58.62	0	CMC022.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	243962099	Yes	Global South	Non_industrial	Homo sapiens
CMC035.B.bin.r.32	2819_22	2819	1479108	66.52	2.08	CMC035.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	323719647	Yes	Global South	Non_industrial	Homo sapiens
SEQF4020.1	2819_23	2819	2331998	96.49	0.79	SEQF4020.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
SEQF4010.1	2819_24	2819	2361428	96.04	0.79	SEQF4010.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
SEQF4015.1	2819_25	2819	2185166	96.26	0.45	SEQF4015.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
ERS12516970.bin.r.69	2819_26	2819	1857910	75.99	2.16	ERS12516970	Pedro2022	Pedro2022	SL	7	Papua New Guinea	Oceania	272017072	Yes	Global South	Non_industrial	Homo sapiens
SEQF4012.1	2819_27	2819	2197973	96.49	0	SEQF4012.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
CMC024.B.bin.r.24	2819_28	2819	1928565	85.03	1.92	CMC024.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	294430419	Yes	Global South	Non_industrial	Homo sapiens
SEQF4017.1	2819_29	2819	2224963	96.49	0.45	SEQF4017.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS015797__bin.59	2819_30	2819	1920159	83.66190118	1.982693755	SRS015797	Passoli2019	HMP_2012	TN	7	USA	North America	105532992	Yes	Western	Industrial	Homo sapiens
SEQF2615.1	2819_31	2819	2214907	96.49	0.45	SEQF2615.1	HOMD	HOMD	RefSeq	7	USA	North America	1	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS063999__bin.30	2819_32	2819	1584131	70.37622272	1.241534989	SRS063999	Passoli2019	HMP_2012	supPQ	7	USA	North America	70970975	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS016746__bin.13	2820_0	2820	1227111	53.40356158	0.489089541	SRS016746	Passoli2019	HMP_2012	supPQ	7	USA	North America	68367542	Yes	Western	Industrial	Homo sapiens
GWHAPZO00000000	2821_0	2821	1678669	62.85	1.72	RSZYD18187405	Zhu2022	Zhu2022	SL	7	China	Asia	116960971	Yes	Eastern	Industrial	Homo sapiens
ERS2985742.bin.r.3	2822_0	2822	1688910	63.7	3.3	ERS2985742	Ancient	Velsko2019	anc_calculus	200	England	Europe	19558440	Yes	Ancient	Ancient	Homo sapiens
CMC046.B.bin.r.53	2823_0	2823	1333873	61.5	3.49	CMC046.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	246740068	Yes	Global South	Non_industrial	Homo sapiens
CMC025.B.bin.r.68	2824_1	2824	1787599	94.15	0.79	CMC025.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	302596773	Yes	Global South	Non_industrial	Homo sapiens
CMC037.B.bin.r.8	2824_1	2824	2047145	98.34	1.02	CMC037.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	223477032	Yes	Global South	Non_industrial	Homo sapiens
CM_periimplantitis__SP_383SPT_T016__bin.4	2825_1	2825	1970307	85.05768748	0.677200903	SP_383SPT_T016	Passoli2019	CM_periimplantitis	subPQ	7	Italy	Europe	40691420	Yes	Western	Industrial	Homo sapiens
MGYG000298378	2825_1	2825	1608834	67.04	0.45	ERS6080734	MGNify	ERP127228	supPQ	7	Italy	Europe	5248769.0619469	Yes	Western	Industrial	Homo sapiens
CMC013.B.bin.r.45	2826_1	2826	2119953	87.46	1.56	CMC013.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	281359865	Yes	Global South	Non_industrial	Homo sapiens
CMC023.B.bin.r.20	2826_2	2826	2199436	94.83	0.28	CMC023.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	219253747	Yes	Global South	Non_industrial	Homo sapiens
CMC033.B.bin.r.13	2826_3	2826	2460967	98	0.11	CMC033.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	244164311	Yes	Global South	Non_industrial	Homo sapiens
CMC037.B.bin.r.27	2826_4	2826	2315229	94.82	0.45	CMC037.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	223477032	Yes	Global South	Non_industrial	Homo sapiens
CMC026.B.bin.r.9	2826_5	2826	2396613	96.05	0.79	CMC026.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	234021014	Yes	Global South	Non_industrial	Homo sapiens
CMC012.B.bin.r.35	2826_6	2826	2107229	75.44	1.75	CMC012.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	419920041	Yes	Global South	Non_industrial	Homo sapiens
CMC025.B.bin.r.56	2826_7	2826	2181047	94.39	0	CMC025.B	CMC	Velsko2023	supPQ	7	Cameroon	Africa	302596773	Yes	Global South	Non_industrial	Homo sapiens
HMP_2012__SRS018443__bin.19	2827_1	2827	1959650	83.00300978	3.26059694	SRS018443	Passoli2019	HMP_2012	BM	7	USA	North America	86589965	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS023841__bin.25	2827_2	2827	1618775	70.11035867	1.192626035	SRS023841	Passoli2019	HMP_2012	supPQ	7	USA	North America	31702457	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS018778__bin.5	2827_3	2827	2184334	94.67118134	0.376222724	SRS018778	Passoli2019	HMP_2012	supPQ	7	USA	North America	23326303	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS044366__bin.3	2827_4	2827	2203213	94.24153499	0.470278405	SRS044366	Passoli2019	HMP_2012	supPQ	7	USA	North America	13229923	Yes	Western	Industrial	Homo sapiens
HMP_2012__SRS015947__bin.21	2827_5	2827	1947901	87.87935791	1.354401806	SRS015947	Passoli2019	HMP_2012	supPQ	7	USA	North America	50309105	Yes	Western	Industrial	Homo sapiens
