Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM	Strand_Interference	Strand_Adaptation	Oral_site	Industry	BinID	out_type
NODE_760_length_3923_cov_705.84	NODE_760_length_3923_cov_705.84@1	2609	3922	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['3.60e-04']	[0.404]	[0.504]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.6	putative
NODE_232_length_11852_cov_668.394	NODE_232_length_11852_cov_668.394@1	3269	4042	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['5.10e-04']	[0.43]	[0.394]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.6	putative
NODE_121_length_19609_cov_911.202	NODE_121_length_19609_cov_911.202@1	658	1551	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['1.40e-05']	[0.336]	[0.342]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.6	putative
NODE_144_length_17265_cov_829.771	NODE_144_length_17265_cov_829.771@1	5826	6779	False	0%	0%	I-A	0	['WYL_0_CAS-I-II-III-IV-V-VI']	[6]	['9.30e-27']	[0.994]	[0.987]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.6	putative
NODE_580_length_5157_cov_1312.85	NODE_580_length_5157_cov_1312.85@1	637	1698	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['4.50e-06']	[0.376]	[0.444]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.6	putative
NODE_138_length_17703_cov_804.934	NODE_138_length_17703_cov_804.934@1	2439	3596	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['5.60e-05']	[0.316]	[0.415]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.6	putative
NODE_495_length_5951_cov_1056.13	NODE_495_length_5951_cov_1056.13@1	5113	5853	False	0%		III-A	1	['AbiEii_0_CAS-III']	[5]	['2.50e-05']	[0.583]	[0.493]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.6	putative
NODE_60_length_33752_cov_803.18	NODE_60_length_33752_cov_803.18@1	9462	10217	False	0%		III-A	1	['AbiEii_0_CAS-III']	[10]	['5.90e-07']	[0.409]	[0.366]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.6	putative
NODE_365_length_7868_cov_1027.06	NODE_365_length_7868_cov_1027.06@1	6434	7084	False	0%		IV-B	1	['Cas6_7_IV']	[11]	['3.30e-03']	[0.392]	[0.321]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.6	putative
NODE_382_length_7560_cov_1004.46	NODE_382_length_7560_cov_1004.46@1	4920	5414	False	0%		III-D	1	['Mem_04_0_CAS-III-D']	[6]	['7.10e-03']	[0.697]	[0.402]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.6	putative
NODE_706_length_4228_cov_1087.93	NODE_706_length_4228_cov_1087.93@1	2388	3191	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['7.60e-06']	[0.481]	[0.447]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.6	putative
NODE_490_length_6001_cov_1083.94	NODE_490_length_6001_cov_1083.94@1	5086	5481	False	0%	0%	I-A	0	['CasR_1_CAS-I-II-III-IV-V-VI']	[5]	['2.00e-03']	[0.583]	[0.339]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.6	putative
NODE_190_length_13917_cov_1027.04	NODE_190_length_13917_cov_1027.04@1	7819	8274	False	14%	0%	I-A	4	['Csa5_0_IA']	[8]	['5.00e-04']	[0.388]	[0.579]	1		keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.6	putative
NODE_258_length_10891_cov_793.38	NODE_258_length_10891_cov_793.38@1	1586	3253	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['5.70e-04']	[0.378]	[0.69]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.6	putative
NODE_579_length_5160_cov_1004.45	NODE_579_length_5160_cov_1004.45@1	1753	2454	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['1.80e-07']	[0.577]	[0.454]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.6	putative
NODE_60_length_33752_cov_803.18	NODE_60_length_33752_cov_803.18@2	21986	22687	False	0%		III-A	1	['AbiEii_0_CAS-III']	[24]	['6.90e-05']	[0.543]	[0.426]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.6	putative
NODE_271_length_10237_cov_772.029	NODE_271_length_10237_cov_772.029@1	9602	10093	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[13]	['2.60e-03']	[0.61]	[0.602]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.6	putative
NODE_1005_length_2940_cov_1020.36	NODE_1005_length_2940_cov_1020.36@1	202	960	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['1.40e-04']	[0.451]	[0.391]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.6	putative
NODE_469_length_6247_cov_913.776	NODE_469_length_6247_cov_913.776@1	3111	4652	False	0%		III-A	1	['AbiEii_0_CAS-III']	[6]	['9.40e-06']	[0.383]	[0.468]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.6	putative
NODE_502_length_5862_cov_1043.18	NODE_502_length_5862_cov_1043.18@1	2712	3443	False	0%		III-A	1	['AbiEii_0_CAS-III']	[5]	['1.00e-03']	[0.451]	[0.373]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.6	putative
NODE_366_length_7861_cov_1167.23	NODE_366_length_7861_cov_1167.23@1	2146	3237	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['1.30e-05']	[0.42]	[0.549]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.6	putative
NODE_121_length_19609_cov_911.202	NODE_121_length_19609_cov_911.202@2	12553	13356	False	0%		III-A	1	['AbiEii_0_CAS-III']	[12]	['2.70e-05']	[0.366]	[0.352]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.6	putative
NODE_237_length_11574_cov_892.147	NODE_237_length_11574_cov_892.147@1	120	2486	False	20%		IV-D	4	['RecD_0_IVD']	[1]	['1.70e-74']	[0.814]	[0.872]	-1		keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.6	putative
NODE_551_length_5430_cov_767.271	NODE_551_length_5430_cov_767.271@1	2462	3220	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['6.60e-08']	[0.466]	[0.398]			keratinized_gingiva	industrial	HMP_2012__SRS014687__bin.6	putative
NODE_5737_length_2143_cov_3.53544	NODE_5737_length_2143_cov_3.53544@1	1061	1651	False	20%	0%	I-D	4	['Csc1_0_ID']	[2]	['1.90e-03']	[0.477]	[0.409]	1		keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.1	putative
NODE_3548_length_3311_cov_4.25983	NODE_3548_length_3311_cov_4.25983@1	954	3047	False	14%	0%	I-A	1	['Cas3_0_I']	[2]	['1.20e-11']	[0.385]	[0.726]	1		keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.1	putative
NODE_7116_length_1743_cov_3.49171	NODE_7116_length_1743_cov_3.49171@1	847	1215	False	0%	33%	I-A	1	['Cas4_0_I-II-V']	[2]	['4.50e-05']	[0.659]	[0.412]		-1	keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.1	putative
NODE_5202_length_2346_cov_3.83239	NODE_5202_length_2346_cov_3.83239@1	910	1668	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['4.10e-03']	[0.613]	[0.542]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.1	putative
NODE_5203_length_2346_cov_3.58577	NODE_5203_length_2346_cov_3.58577@1	34	777	False	0%		III-A	1	['AbiEii_0_CAS-III']	[1]	['4.60e-04']	[0.415]	[0.356]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.1	putative
NODE_3768_length_3145_cov_4.36375	NODE_3768_length_3145_cov_4.36375@1	1882	2673	False	17%		III-B	4	['Cas10_0_IIIB']	[2]	['2.60e-03']	[0.686]	[0.355]	1		keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.1	putative
NODE_4778_length_2530_cov_4.43798	NODE_4778_length_2530_cov_4.43798@1	90	1220	False	0%	33%	II-A	3	['Csn2_5_CAS-II-A']	[1]	['2.50e-04']	[0.337]	[0.552]		1	keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.1	putative
NODE_5852_length_2107_cov_3.31676	NODE_5852_length_2107_cov_3.31676@1	582	881	False	17%		III-B	4	['Cmr5gr11_12_CAS-III-B']	[3]	['4.30e-03']	[0.58]	[0.418]	1		keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.1	putative
NODE_4965_length_2445_cov_3.97197	NODE_4965_length_2445_cov_3.97197@1	428	709	False	0%	33%	I-A	2	['Cas2_11_CAS-I-II-III-IV-V-VI']	[2]	['3.50e-04']	[0.713]	[0.859]		-1	keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.1	putative
NODE_7166_length_1732_cov_2.60883	NODE_7166_length_1732_cov_2.60883@1	1	450	False	0%		IV-B	3	['CysH_0_IVB']	[1]	['9.60e-06']	[0.807]	[0.458]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.1	putative
NODE_5389_length_2270_cov_2.93454	NODE_5389_length_2270_cov_2.93454@1	1	1167	False	14%	0%	I-A	4	['Csa5_0_IA']	[1]	['1.10e-03']	[0.46]	[0.636]	1		keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.1	putative
NODE_4405_length_2737_cov_3.90157	NODE_4405_length_2737_cov_3.90157@1	1220	2128	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['3.20e-07']	[0.363]	[0.373]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.1	putative
NODE_7103_length_1745_cov_3.73491	NODE_7103_length_1745_cov_3.73491@1	3	857	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[1]	['6.20e-40']	[0.54]	[0.988]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.1	putative
NODE_1491_length_6557_cov_3.77145	NODE_1491_length_6557_cov_3.77145@1	3446	5320	False	0%		III-A	1	['AbiEii_0_CAS-III']	[5]	['5.00e-05']	[0.342]	[0.408]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.1	putative
NODE_6423_length_1926_cov_3.1721	NODE_6423_length_1926_cov_3.1721@1	12	710	False	0%		III-A	1	['AbiEii_0_CAS-III']	[1]	['3.50e-12']	[0.622]	[0.433]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.1	putative
NODE_7020_length_1766_cov_3.88428	NODE_7020_length_1766_cov_3.88428@1	3	161	False	17%		III-C	4	['Cmr5gr11_0_CAS-III-C']	[1]	['8.40e-03']	[0.868]	[0.409]	-1		keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.1	putative
NODE_3420_length_3418_cov_6.08296	NODE_3420_length_3418_cov_6.08296@1	362	844	False	0%	0%	I-B	4	['Cas11b_0_CAS-I-B']	[2]	['1.30e-03']	[0.447]	[0.429]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.13	putative
NODE_3728_length_3173_cov_5.26395	NODE_3728_length_3173_cov_5.26395@1	1304	2260	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['2.50e-04']	[0.323]	[0.349]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.13	putative
NODE_975_length_8769_cov_5.28127	NODE_975_length_8769_cov_5.28127@1	3257	4459	False	0%		III-B	1	['htpX_0_CAS-III-B']	[6]	['7.00e-10']	[0.367]	[0.446]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.13	putative
NODE_493_length_13126_cov_6.3533	NODE_493_length_13126_cov_6.3533@1	10737	12056	False	20%		IV-D	4	['RecD_0_IVD']	[11]	['2.40e-16']	[0.611]	[0.341]	-1		keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.13	putative
NODE_182_length_20954_cov_7.2348	NODE_182_length_20954_cov_7.2348@1	20321	20731	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[20]	['4.70e-03']	[0.81]	[0.72]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.13	putative
NODE_7397_length_1684_cov_5.7477	NODE_7397_length_1684_cov_5.7477@1	157	996	False	0%		III-B	1	['htpX_0_CAS-III-B']	[1]	['3.20e-17']	[0.757]	[0.688]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.13	putative
NODE_3053_length_3760_cov_6.79595	NODE_3053_length_3760_cov_6.79595@1	2019	2753	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['3.50e-04']	[0.363]	[0.313]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.13	putative
NODE_1960_length_5377_cov_6.25254	NODE_1960_length_5377_cov_6.25254@1	524	1135	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['3.60e-03']	[0.461]	[0.327]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.13	putative
NODE_501_length_13022_cov_7.04334	NODE_501_length_13022_cov_7.04334@1	1586	2443	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['2.80e-06']	[0.51]	[0.511]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.13	putative
NODE_3720_length_3181_cov_4.89315	NODE_3720_length_3181_cov_4.89315@1	1812	2679	False	0%	0%	I-A	0	['WYL_0_CAS-I-II-III-IV-V-VI', 'WYL_3_CAS-I-II-III-IV-V-VI']	[4, 5]	['3.90e-23', '7.50e-06']	[0.904, 0.926]	[0.591, 0.366]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.13	putative
NODE_106_length_27793_cov_6.82937	NODE_106_length_27793_cov_6.82937@1	925	1653	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['2.80e-07']	[0.556]	[0.447]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.13	putative
NODE_352_length_15689_cov_6.3857	NODE_352_length_15689_cov_6.3857@1	2535	5480	False	14%	0%	I-A	1	['Cas3_0_I']	[4]	['4.40e-08']	[0.32]	[0.877]	-1		keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.13	putative
NODE_1092_length_8127_cov_6.10518	NODE_1092_length_8127_cov_6.10518@1	1009	2940	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['5.10e-09']	[0.329]	[0.655]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.13	putative
NODE_74_length_33611_cov_8.03958	NODE_74_length_33611_cov_8.03958@1	16628	17296	False	0%		III-A	1	['AbiEii_0_CAS-III']	[17]	['7.30e-04']	[0.475]	[0.352]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.13	putative
NODE_3702_length_3191_cov_6.01658	NODE_3702_length_3191_cov_6.01658@1	64	837	False	0%		III-A	1	['AbiEii_0_CAS-III']	[1]	['2.90e-05']	[0.535]	[0.482]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.13	putative
NODE_694_length_10912_cov_6.92687	NODE_694_length_10912_cov_6.92687@1	3912	4403	False	17%		III-B	4	['Cmr5gr11_11_CAS-III-B']	[5]	['9.50e-03']	[0.39]	[0.429]	-1		keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.13	putative
NODE_134_length_24684_cov_7.53595	NODE_134_length_24684_cov_7.53595@1	8335	9126	False	0%		III-A	1	['AbiEii_0_CAS-III']	[8]	['4.90e-05']	[0.523]	[0.493]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.13	putative
NODE_172_length_21719_cov_12.4959	NODE_172_length_21719_cov_12.4959@1	4670	5593	False	25%		V-K	1	['TnsC_0_V-K']	[6]	['1.80e-11']	[0.756]	[0.82]	1		keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.13	putative
NODE_3645_length_3240_cov_5.98901	NODE_3645_length_3240_cov_5.98901@1	466	2268	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[2]	['4.50e-06']	[0.394]	[0.683]	-1		keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.13	putative
NODE_1027_length_8472_cov_5.98063	NODE_1027_length_8472_cov_5.98063@1	5198	7180	False	0%	0%	I-B	4	['AbiEii_0_CAS-III', 'Cas11b_1_CAS-I-B']	[7, 8]	['5.00e-04', '2.30e-03']	[0.358, 0.421]	[0.313, 0.574]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.13	putative
NODE_3126_length_3676_cov_6.77962	NODE_3126_length_3676_cov_6.77962@1	1844	2095	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[4]	['5.60e-04']	[0.714]	[0.508]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.13	putative
NODE_284_length_17195_cov_5.97876	NODE_284_length_17195_cov_5.97876@1	5595	6437	False	0%		III-A	1	['AbiEii_0_CAS-III']	[5]	['5.30e-05']	[0.388]	[0.359]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.13	putative
NODE_803_length_10031_cov_6.70389	NODE_803_length_10031_cov_6.70389@1	7354	7998	False	0%		III-A	1	['AbiEii_0_CAS-III']	[9]	['6.20e-03']	[0.451]	[0.345]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.13	putative
NODE_2110_length_5115_cov_6.83794	NODE_2110_length_5115_cov_6.83794@1	1592	2020	False	0%	33%	V-A	1	['Cas4_0_V']	[3]	['7.10e-04']	[0.448]	[0.348]		-1	keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.13	putative
NODE_310_length_16503_cov_7.35451	NODE_310_length_16503_cov_7.35451@1	436	1170	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['3.80e-09']	[0.624]	[0.514]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.13	putative
NODE_467_length_13586_cov_6.73454	NODE_467_length_13586_cov_6.73454@1	13024	13503	False	0%	33%	I-A	2	['Cas2_7_CAS-I-II-III-IV-V-VI']	[13]	['9.30e-03']	[0.412]	[0.479]		-1	keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.13	putative
NODE_985_length_8717_cov_8.02632	NODE_985_length_8717_cov_8.02632@1	2	715	False	0%		III-A	1	['AbiEii_0_CAS-III']	[1]	['3.90e-06']	[0.563]	[0.479]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.13	putative
NODE_2120_length_5094_cov_6.52471	NODE_2120_length_5094_cov_6.52471@1	1908	2471	False	17%		III-D	3	['Csx19_11_CAS-III-D']	[4]	['4.70e-03']	[0.447]	[0.453]	-1		keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.13	putative
NODE_2786_length_4080_cov_4.82957	NODE_2786_length_4080_cov_4.82957@1	438	1241	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[1]	['6.50e-34']	[0.571]	[1.0]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.13	putative
NODE_730_length_10615_cov_6.02434	NODE_730_length_10615_cov_6.02434@1	6072	6809	False	0%		III-A	1	['AbiEii_0_CAS-III']	[8]	['4.30e-09']	[0.581]	[0.475]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.13	putative
NODE_1118_length_8021_cov_17.3593	NODE_1118_length_8021_cov_17.3593@1	3597	4895	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[4]	['8.00e-14']	[0.557]	[0.686]	1		keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.14	putative
NODE_215_length_19287_cov_17.1103	NODE_215_length_19287_cov_17.1103@1	620	3113	False	0%		III-D	2	['Mem_04_0_CAS-III-D', 'AbiEii_0_CAS-III']	[2, 4]	['5.10e-03', '7.30e-06']	[0.373, 0.553]	[0.307, 0.451]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.14	putative
NODE_147_length_23517_cov_19.5588	NODE_147_length_23517_cov_19.5588@1	4576	11007	False	20%		IV-D	4	['RecD_0_IVD', 'Cas3HD_0_CAS-I', 'AbiEii_0_CAS-III']	[7, 9, 12]	['1.50e-84', '1.00e-05', '2.10e-10']	[0.793, 0.393, 0.548]	[0.784, 0.458, 0.44]	1		keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.14	putative
NODE_230_length_18807_cov_17.4555	NODE_230_length_18807_cov_17.4555@1	11382	12275	False	0%	33%	I-A	1	['Cas4_0_I-II']	[11]	['1.50e-03']	[0.443]	[0.55]		-1	keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.14	putative
NODE_185_length_20706_cov_19.1532	NODE_185_length_20706_cov_19.1532@1	19686	20459	False	0%		III-A	1	['AbiEii_0_CAS-III']	[24]	['7.40e-08']	[0.395]	[0.349]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.14	putative
NODE_1730_length_5907_cov_19.4969	NODE_1730_length_5907_cov_19.4969@1	5324	5905	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[7]	['1.90e-03']	[0.443]	[0.424]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.14	putative
NODE_263_length_17671_cov_20.7145	NODE_263_length_17671_cov_20.7145@1	11525	12316	False	0%		III-A	1	['AbiEii_0_CAS-III']	[11]	['4.40e-05']	[0.413]	[0.38]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.14	putative
NODE_2768_length_4099_cov_24.3408	NODE_2768_length_4099_cov_24.3408@1	1782	2402	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[5]	['1.40e-29']	[0.744]	[0.988]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.14	putative
NODE_5521_length_2214_cov_31.4539	NODE_5521_length_2214_cov_31.4539@1	37	660	False	0%		III-A	1	['AbiEii_0_CAS-III']	[1]	['4.00e-04']	[0.462]	[0.32]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.14	putative
NODE_1938_length_5411_cov_24.1542	NODE_1938_length_5411_cov_24.1542@1	4775	5410	False	0%		III-A	1	['AbiEii_0_CAS-III']	[5]	['4.50e-04']	[0.443]	[0.324]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.14	putative
NODE_465_length_13607_cov_17.7886	NODE_465_length_13607_cov_17.7886@1	2938	5422	False	0%		III-B	2	['htpX_0_CAS-III-B', 'Csx3_2_CAS-I-III']	[3, 5]	['1.80e-05', '1.40e-04']	[0.56, 0.376]	[0.534, 0.365]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.14	putative
NODE_3067_length_3744_cov_28.8338	NODE_3067_length_3744_cov_28.8338@1	1450	2160	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['9.30e-04']	[0.414]	[0.359]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.14	putative
NODE_77_length_33044_cov_23.6992	NODE_77_length_33044_cov_23.6992@1	20720	25115	False	0%		IV-B	3	['AbiEii_0_CAS-III', 'CysH_0_IVB']	[20, 23]	['4.10e-04', '1.20e-18']	[0.372, 0.567]	[0.359, 0.671]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.14	putative
NODE_29_length_45869_cov_18.4195	NODE_29_length_45869_cov_18.4195@1	44158	45024	False	0%	33%	I-A	1	['Cas2_0_I-II-III']	[52]	['3.00e-04']	[0.325]	[0.573]		1	keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.14	putative
NODE_3472_length_3380_cov_28.6135	NODE_3472_length_3380_cov_28.6135@1	1019	1648	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[2]	['1.40e-03']	[0.395]	[0.5]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.14	putative
NODE_105_length_28379_cov_21.2216	NODE_105_length_28379_cov_21.2216@1	2297	3343	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['1.30e-06']	[0.438]	[0.511]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.14	putative
NODE_345_length_15833_cov_24.656	NODE_345_length_15833_cov_24.656@1	9027	9377	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[10]	['2.60e-18']	[0.709]	[0.78]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.14	putative
NODE_906_length_9162_cov_22.2903	NODE_906_length_9162_cov_22.2903@1	1313	2002	False	0%	0%	I-A	0	['CasR_1_CAS-I-II-III-IV-V-VI']	[2]	['7.60e-05']	[0.361]	[0.381]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.14	putative
NODE_1737_length_5884_cov_17.1258	NODE_1737_length_5884_cov_17.1258@1	3393	5405	False	0%		III-A	1	['AbiEii_0_CAS-III']	[7]	['2.40e-10']	[0.314]	[0.408]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.14	putative
NODE_276_length_17410_cov_20.1711	NODE_276_length_17410_cov_20.1711@1	12951	13862	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[15]	['4.90e-15']	[0.5]	[0.919]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.14	putative
NODE_240_length_18465_cov_22.5347	NODE_240_length_18465_cov_22.5347@1	9725	10297	False	14%	0%	I-A	1	['Cas3_1_I']	[12]	['3.20e-04']	[0.419]	[0.444]	1		keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.14	putative
NODE_2665_length_4225_cov_19.9899	NODE_2665_length_4225_cov_19.9899@1	3	707	False	29%	0%	I-A	2	['Cas3HD_2_CAS-I']	[1]	['2.40e-05']	[0.489]	[0.381]	1		keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.14	putative
NODE_81_length_32068_cov_17.6459	NODE_81_length_32068_cov_17.6459@1	14052	14780	False	0%		III-A	1	['AbiEii_0_CAS-III']	[13]	['2.40e-04']	[0.588]	[0.496]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.14	putative
NODE_4292_length_2808_cov_26.8129	NODE_4292_length_2808_cov_26.8129@1	123	260	False	20%	0%	I-B	4	['Cas8b2_4_CAS-I-B']	[1]	['1.90e-03']	[0.674]	[0.785]	1		keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.14	putative
NODE_3686_length_3204_cov_25.2337	NODE_3686_length_3204_cov_25.2337@1	1529	2272	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['1.70e-05']	[0.383]	[0.327]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.14	putative
NODE_170_length_21729_cov_21.3016	NODE_170_length_21729_cov_21.3016@1	18574	18870	False	0%	0%	I-A	0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[17]	['7.90e-24']	[0.889]	[0.822]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.14	putative
NODE_157_length_22472_cov_15.2736	NODE_157_length_22472_cov_15.2736@1	9505	10368	False	0%		III-B	1	['htpX_0_CAS-III-B']	[12]	['9.20e-14']	[0.667]	[0.554]			keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.14	putative
NODE_135_length_24603_cov_16.9422	NODE_135_length_24603_cov_16.9422@1	11966	13507	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[14]	['2.30e-10']	[0.484]	[0.708]	1		keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.14	putative
NODE_546_length_12390_cov_22.7576	NODE_546_length_12390_cov_22.7576@1	11471	12388	False	14%	0%	I-A	1	['Cas3_0_I']	[13]	['7.60e-04']	[0.382]	[0.302]	-1		keratinized_gingiva	industrial	HMP_2012__SRS015060__bin.14	putative
