Contig,Operon,Start,End,Prediction,Complete_Interference,Complete_Adaptation,Best_type,Best_score,Genes,Positions,E-values,CoverageSeq,CoverageHMM,Strand_Interference,Strand_Adaptation,sampleID,out_type,Individual_ID,MAG_source,oral_site,Bin
NODE_6976_length_1286_cov_53.1,NODE_6976_length_1286_cov_53.1@1,57,764,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[1],['2.60e-09'],[0.479],[0.38],,,SRS4625247.bin.r.2,putative,SRS4625247,Ancient,calculus,SRS4625247-megahit_002
NODE_807_length_3616_cov_51.5,NODE_807_length_3616_cov_51.5@1,1650,3410,False,14%,0%,I-A,1,['Cas3_0_I'],[2],['1.90e-10'],[0.409],[0.684],-1,,SRS4625247.bin.r.2,putative,SRS4625247,Ancient,calculus,SRS4625247-megahit_002
NODE_2545_length_2098_cov_50.5,NODE_2545_length_2098_cov_50.5@1,1271,2098,False,0%,,III-B,1,['htpX_0_CAS-III-B'],[2],['8.20e-16'],[0.786],[0.694],,,SRS4625247.bin.r.2,putative,SRS4625247,Ancient,calculus,SRS4625247-megahit_002
NODE_351_length_5133_cov_54.7,NODE_351_length_5133_cov_54.7@1,2451,3014,False,0%,,III-B,1,['NYN_0_CAS-III-B'],[3],['6.70e-09'],[0.809],[0.45],,,SRS4625247.bin.r.2,putative,SRS4625247,Ancient,calculus,SRS4625247-megahit_002
NODE_314_length_5365_cov_55.0,NODE_314_length_5365_cov_55.0@1,1592,2221,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[3],['4.00e-08'],[0.338],[0.619],,,SRS4625247.bin.r.2,putative,SRS4625247,Ancient,calculus,SRS4625247-megahit_002
NODE_1419_length_2766_cov_50.0,NODE_1419_length_2766_cov_50.0@1,1719,2765,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[3],['1.30e-03'],[0.327],[0.398],,,SRS4625247.bin.r.2,putative,SRS4625247,Ancient,calculus,SRS4625247-megahit_002
NODE_3543_length_1798_cov_43.7,NODE_3543_length_1798_cov_43.7@1,335,1612,False,0%,,IV-B,3,['CysH_0_IVB'],[1],['7.00e-16'],[0.437],[0.723],,,SRS4625247.bin.r.2,putative,SRS4625247,Ancient,calculus,SRS4625247-megahit_002
NODE_6371_length_1350_cov_49.3,NODE_6371_length_1350_cov_49.3@1,604,1350,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[3],['6.50e-05'],[0.418],[0.342],,,SRS4625247.bin.r.2,putative,SRS4625247,Ancient,calculus,SRS4625247-megahit_002
NODE_1871_length_2437_cov_53.5,NODE_1871_length_2437_cov_53.5@1,1,2436,False,14%,0%,I-A,1,['Cas3_0_I'],[1],['8.90e-08'],[0.358],[0.799],1,,SRS4625247.bin.r.2,putative,SRS4625247,Ancient,calculus,SRS4625247-megahit_002
NODE_32_length_11768_cov_53.3,NODE_32_length_11768_cov_53.3@1,510,1292,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[2],['1.50e-06'],[0.333],[0.313],,,SRS4625247.bin.r.2,putative,SRS4625247,Ancient,calculus,SRS4625247-megahit_002
NODE_1036_length_3217_cov_50.4,NODE_1036_length_3217_cov_50.4@1,1,312,False,20%,,IV-A1,4,['Csf1_1_IVA1'],[1],['9.00e-03'],[0.635],[0.36],1,,SRS4625247.bin.r.2,putative,SRS4625247,Ancient,calculus,SRS4625247-megahit_002
NODE_5456_length_1461_cov_43.8,NODE_5456_length_1461_cov_43.8@1,13,894,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[1],['1.00e-08'],[0.344],[0.331],,,SRS4625247.bin.r.2,putative,SRS4625247,Ancient,calculus,SRS4625247-megahit_002
NODE_169_length_6956_cov_51.2,NODE_169_length_6956_cov_51.2@1,4250,5665,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[7],['1.30e-11'],[0.534],[0.72],-1,,SRS4625247.bin.r.2,putative,SRS4625247,Ancient,calculus,SRS4625247-megahit_002
NODE_251_length_5884_cov_52.6,NODE_251_length_5884_cov_52.6@1,2763,3488,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[7],['2.60e-07'],[0.459],[0.394],,,SRS4625247.bin.r.2,putative,SRS4625247,Ancient,calculus,SRS4625247-megahit_002
NODE_493_length_4495_cov_52.2,NODE_493_length_4495_cov_52.2@1,3408,4154,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[5],['2.50e-06'],[0.357],[0.32],,,SRS4625247.bin.r.2,putative,SRS4625247,Ancient,calculus,SRS4625247-megahit_002
NODE_2590_length_2078_cov_46.5,NODE_2590_length_2078_cov_46.5@1,214,1017,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[2],['3.70e-07'],[0.422],[0.37],,,SRS4625247.bin.r.2,putative,SRS4625247,Ancient,calculus,SRS4625247-megahit_002
NODE_243_length_12483_cov_36.0,NODE_243_length_12483_cov_36.0@1,8576,9253,False,0%,0%,I-A,0,['DEDDh_0_CAS-I-II-III-IV-V-VI'],[6],['3.50e-14'],[0.81],[0.988],,,SRS6212649.bin.r.8,putative,SRS6212649,Ancient,calculus,SRS6212649-megahit_008
NODE_467_length_8020_cov_33.1,NODE_467_length_8020_cov_33.1@1,526,2415,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[2],['9.60e-11'],[0.341],[0.618],-1,,SRS6212649.bin.r.8,putative,SRS6212649,Ancient,calculus,SRS6212649-megahit_008
NODE_962_length_4646_cov_43.0,NODE_962_length_4646_cov_43.0@1,118,2862,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[1],['3.80e-18'],[0.361],[0.935],1,,SRS6212649.bin.r.8,putative,SRS6212649,Ancient,calculus,SRS6212649-megahit_008
NODE_807_length_5300_cov_34.4,NODE_807_length_5300_cov_34.4@1,3200,4246,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[7],['8.30e-06'],[0.415],[0.37],,,SRS6212649.bin.r.8,putative,SRS6212649,Ancient,calculus,SRS6212649-megahit_008
NODE_441_length_8375_cov_30.0,NODE_441_length_8375_cov_30.0@1,6098,6448,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[6],['4.60e-19'],[0.812],[0.881],,,SRS6212649.bin.r.8,putative,SRS6212649,Ancient,calculus,SRS6212649-megahit_008
NODE_2081_length_2376_cov_20.5,NODE_2081_length_2376_cov_20.5@1,964,1746,False,0%,,IV-B,3,['CysH_0_IVB'],[2],['6.70e-04'],[0.521],[0.454],,,SRS6212649.bin.r.8,putative,SRS6212649,Ancient,calculus,SRS6212649-megahit_008
NODE_1063_length_4245_cov_28.6,NODE_1063_length_4245_cov_28.6@1,2402,4126,False,14%,0%,I-A,1,['Cas3_0_I'],[3],['1.60e-12'],[0.43],[0.696],1,,SRS6212649.bin.r.8,putative,SRS6212649,Ancient,calculus,SRS6212649-megahit_008
NODE_1524_length_3078_cov_25.4,NODE_1524_length_3078_cov_25.4@1,749,1345,False,0%,0%,I-A,0,['Csa3_0_CAS-I-II-III-IV-V-VI'],[3],['4.90e-03'],[0.397],[0.451],,,SRS6212649.bin.r.8,putative,SRS6212649,Ancient,calculus,SRS6212649-megahit_008
NODE_118_length_21929_cov_39.4,NODE_118_length_21929_cov_39.4@1,6326,9508,False,14%,0%,I-A,1,['Cas3_0_I'],[8],['2.30e-13'],[0.308],[0.88],1,,SRS6212649.bin.r.8,putative,SRS6212649,Ancient,calculus,SRS6212649-megahit_008
NODE_205_length_14455_cov_37.8,NODE_205_length_14455_cov_37.8@1,11440,13200,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[12],['5.60e-09'],[0.426],[0.717],-1,,SRS6212649.bin.r.8,putative,SRS6212649,Ancient,calculus,SRS6212649-megahit_008
NODE_1002_length_4494_cov_31.8,NODE_1002_length_4494_cov_31.8@1,1358,2041,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[2],['4.70e-09'],[0.596],[0.864],,,SRS6212649.bin.r.8,putative,SRS6212649,Ancient,calculus,SRS6212649-megahit_008
NODE_1463_length_3173_cov_27.2,NODE_1463_length_3173_cov_27.2@1,1453,3171,False,0%,,IV-B,3,['CysH_0_IVB'],[3],['1.10e-16'],[0.328],[0.739],,,SRS6212649.bin.r.8,putative,SRS6212649,Ancient,calculus,SRS6212649-megahit_008
NODE_140_length_7031_cov_27.1,NODE_140_length_7031_cov_27.1@1,3,272,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[1],['1.20e-18'],[0.967],[0.814],,,SRS6212660.bin.r.2,putative,SRS6212660,Ancient,calculus,SRS6212660-megahit_002
NODE_1063_length_2329_cov_21.3,NODE_1063_length_2329_cov_21.3@1,1163,1945,False,0%,,IV-B,3,['CysH_0_IVB'],[2],['7.10e-04'],[0.521],[0.454],,,SRS6212660.bin.r.2,putative,SRS6212660,Ancient,calculus,SRS6212660-megahit_002
NODE_254_length_5025_cov_23.2,NODE_254_length_5025_cov_23.2@1,1455,2180,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[3],['1.10e-08'],[0.393],[0.32],,,SRS6212660.bin.r.2,putative,SRS6212660,Ancient,calculus,SRS6212660-megahit_002
NODE_363_length_4211_cov_25.5,NODE_363_length_4211_cov_25.5@1,2,1660,False,14%,0%,I-A,1,['Cas3_0_I'],[1],['2.10e-12'],[0.447],[0.696],1,,SRS6212660.bin.r.2,putative,SRS6212660,Ancient,calculus,SRS6212660-megahit_002
NODE_2354_length_1531_cov_21.5,NODE_2354_length_1531_cov_21.5@1,669,1352,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[2],['4.90e-09'],[0.596],[0.864],,,SRS6212660.bin.r.2,putative,SRS6212660,Ancient,calculus,SRS6212660-megahit_002
NODE_260_length_4921_cov_24.3,NODE_260_length_4921_cov_24.3@1,3153,4109,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[4],['7.90e-07'],[0.31],[0.331],,,SRS6212660.bin.r.2,putative,SRS6212660,Ancient,calculus,SRS6212660-megahit_002
NODE_130_length_7402_cov_24.8,NODE_130_length_7402_cov_24.8@1,285,2354,False,20%,,IV-A1,2,['Csf4_0_IVA'],[1],['4.60e-16'],[0.375],[0.393],1,,SRS6212660.bin.r.2,putative,SRS6212660,Ancient,calculus,SRS6212660-megahit_002
NODE_4631_length_1074_cov_15.8,NODE_4631_length_1074_cov_15.8@1,3,563,False,17%,0%,I-E,4,['Cse2gr11_3_CAS-I-E'],[1],['6.30e-03'],[0.337],[0.337],1,,SRS6212660.bin.r.2,putative,SRS6212660,Ancient,calculus,SRS6212660-megahit_002
NODE_77_length_10519_cov_26.7,NODE_77_length_10519_cov_26.7@1,1,2784,False,14%,0%,I-A,1,['Cas3_0_I'],[1],['1.80e-13'],[0.352],[0.88],-1,,SRS6212660.bin.r.2,putative,SRS6212660,Ancient,calculus,SRS6212660-megahit_002
NODE_479_length_3571_cov_27.3,NODE_479_length_3571_cov_27.3@1,1493,2170,False,0%,0%,I-A,0,['DEDDh_0_CAS-I-II-III-IV-V-VI'],[2],['5.70e-14'],[0.81],[0.988],,,SRS6212660.bin.r.2,putative,SRS6212660,Ancient,calculus,SRS6212660-megahit_002
NODE_304_length_4581_cov_27.5,NODE_304_length_4581_cov_27.5@1,383,2143,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[2],['1.00e-08'],[0.426],[0.717],1,,SRS6212660.bin.r.2,putative,SRS6212660,Ancient,calculus,SRS6212660-megahit_002
NODE_272_length_4825_cov_24.4,NODE_272_length_4825_cov_24.4@1,20,1633,False,0%,,IV-B,3,['CysH_0_IVB'],[1],['7.60e-17'],[0.346],[0.727],,,SRS6212660.bin.r.2,putative,SRS6212660,Ancient,calculus,SRS6212660-megahit_002
NODE_688_length_2968_cov_28.4,NODE_688_length_2968_cov_28.4@1,2370,2966,False,14%,0%,I-A,1,['Cas3_0_I'],[5],['1.30e-11'],[0.683],[0.422],1,,SRS6212660.bin.r.2,putative,SRS6212660,Ancient,calculus,SRS6212660-megahit_002
NODE_275_length_9034_cov_36.3,NODE_275_length_9034_cov_36.3@1,5944,6621,False,0%,0%,I-A,0,['DEDDh_0_CAS-I-II-III-IV-V-VI'],[5],['3.90e-14'],[0.81],[0.988],,,SRS6212663.bin.r.6,putative,SRS6212663,Ancient,calculus,SRS6212663-megahit_006
NODE_525_length_6060_cov_28.4,NODE_525_length_6060_cov_28.4@1,4996,5721,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[6],['1.20e-08'],[0.393],[0.32],,,SRS6212663.bin.r.6,putative,SRS6212663,Ancient,calculus,SRS6212663-megahit_006
NODE_794_length_4639_cov_32.9,NODE_794_length_4639_cov_32.9@1,1337,1687,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[2],['5.20e-19'],[0.812],[0.881],,,SRS6212663.bin.r.6,putative,SRS6212663,Ancient,calculus,SRS6212663-megahit_006
NODE_1625_length_2819_cov_32.2,NODE_1625_length_2819_cov_32.2@1,2,2473,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[1],['6.70e-14'],[0.397],[0.881],-1,,SRS6212663.bin.r.6,putative,SRS6212663,Ancient,calculus,SRS6212663-megahit_006
NODE_3836_length_1574_cov_27.8,NODE_3836_length_1574_cov_27.8@1,258,1442,False,0%,,III-B,1,['htpX_0_CAS-III-B'],[1],['3.90e-16'],[0.714],[0.837],,,SRS6212663.bin.r.6,putative,SRS6212663,Ancient,calculus,SRS6212663-megahit_006
NODE_1205_length_3459_cov_35.7,NODE_1205_length_3459_cov_35.7@1,589,2478,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[2],['1.50e-10'],[0.327],[0.592],-1,,SRS6212663.bin.r.6,putative,SRS6212663,Ancient,calculus,SRS6212663-megahit_006
NODE_1537_length_2924_cov_28.9,NODE_1537_length_2924_cov_28.9@1,1384,2922,False,14%,0%,I-A,1,['Cas3_0_I'],[2],['1.80e-11'],[0.382],[0.556],-1,,SRS6212663.bin.r.6,putative,SRS6212663,Ancient,calculus,SRS6212663-megahit_006
NODE_3086_length_1839_cov_27.7,NODE_3086_length_1839_cov_27.7@1,1,309,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[1],['2.00e-09'],[0.699],[0.627],,,SRS6212663.bin.r.6,putative,SRS6212663,Ancient,calculus,SRS6212663-megahit_006
NODE_167_length_11984_cov_35.7,NODE_167_length_11984_cov_35.7@1,8893,10653,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[9],['1.10e-08'],[0.426],[0.717],-1,,SRS6212663.bin.r.6,putative,SRS6212663,Ancient,calculus,SRS6212663-megahit_006
NODE_898_length_4239_cov_27.2,NODE_898_length_4239_cov_27.2@1,1360,2265,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[2],['9.30e-11'],[0.371],[0.401],,,SRS6212663.bin.r.6,putative,SRS6212663,Ancient,calculus,SRS6212663-megahit_006
NODE_4602_length_1381_cov_28.8,NODE_4602_length_1381_cov_28.8@1,1,1233,False,0%,,IV-B,3,['CysH_0_IVB'],[1],['2.40e-17'],[0.453],[0.727],,,SRS6212663.bin.r.6,putative,SRS6212663,Ancient,calculus,SRS6212663-megahit_006
NODE_1459_length_3042_cov_35.9,NODE_1459_length_3042_cov_35.9@1,3,1043,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[1],['8.80e-16'],[0.888],[0.87],-1,,SRS6212663.bin.r.6,putative,SRS6212663,Ancient,calculus,SRS6212663-megahit_006
NODE_103_length_46343_cov_10.809130,NODE_103_length_46343_cov_10.809130@2,38425,39471,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[37],['1.00e-05'],[0.415],[0.37],,,ERS3395768.bin.r.15,putative,ERS3395768,Industrial,calculus,ERS3395768-metaspades_015
NODE_81_length_55523_cov_11.014675,NODE_81_length_55523_cov_11.014675@1,47702,52578,False,14%,0%,I-A,4,"['AbiEii_0_CAS-III', 'Csa5_0_IA', 'AbiEii_0_CAS-III']","[37, 40, 42]","['2.40e-10', '6.70e-03', '1.80e-09']","[0.361, 0.701, 0.371]","[0.391, 0.813, 0.394]",-1,,ERS3395768.bin.r.15,putative,ERS3395768,Industrial,calculus,ERS3395768-metaspades_015
NODE_123_length_40166_cov_10.535539,NODE_123_length_40166_cov_10.535539@1,8560,10284,False,14%,0%,I-A,1,['Cas3_0_I'],[10],['1.80e-12'],[0.43],[0.696],1,,ERS3395768.bin.r.15,putative,ERS3395768,Industrial,calculus,ERS3395768-metaspades_015
NODE_123_length_40166_cov_10.535539,NODE_123_length_40166_cov_10.535539@2,16498,18387,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[15],['1.50e-10'],[0.327],[0.592],-1,,ERS3395768.bin.r.15,putative,ERS3395768,Industrial,calculus,ERS3395768-metaspades_015
NODE_18_length_142965_cov_10.929480,NODE_18_length_142965_cov_10.929480@1,85496,87256,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[79],['2.70e-08'],[0.426],[0.717],-1,,ERS3395768.bin.r.15,putative,ERS3395768,Industrial,calculus,ERS3395768-metaspades_015
NODE_33_length_106131_cov_11.360779,NODE_33_length_106131_cov_11.360779@1,48591,49166,False,29%,0%,I-A,2,['Cas3HD_0_CAS-I'],[38],['6.50e-03'],[0.349],[0.409],-1,,ERS3395768.bin.r.15,putative,ERS3395768,Industrial,calculus,ERS3395768-metaspades_015
NODE_295_length_21555_cov_11.364465,NODE_295_length_21555_cov_11.364465@1,141,788,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[1],['5.70e-09'],[0.63],[0.864],,,ERS3395768.bin.r.15,putative,ERS3395768,Industrial,calculus,ERS3395768-metaspades_015
NODE_42_length_85675_cov_10.525356,NODE_42_length_85675_cov_10.525356@1,9024,9701,False,0%,0%,I-A,0,['DEDDh_0_CAS-I-II-III-IV-V-VI'],[6],['4.40e-14'],[0.81],[0.988],,,ERS3395768.bin.r.15,putative,ERS3395768,Industrial,calculus,ERS3395768-metaspades_015
NODE_42_length_85675_cov_10.525356,NODE_42_length_85675_cov_10.525356@2,43635,44480,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[36],['5.60e-06'],[0.33],[0.317],,,ERS3395768.bin.r.15,putative,ERS3395768,Industrial,calculus,ERS3395768-metaspades_015
NODE_42_length_85675_cov_10.525356,NODE_42_length_85675_cov_10.525356@3,75974,76324,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[67],['5.90e-19'],[0.812],[0.881],,,ERS3395768.bin.r.15,putative,ERS3395768,Industrial,calculus,ERS3395768-metaspades_015
NODE_218_length_27420_cov_10.987320,NODE_218_length_27420_cov_10.987320@1,5581,6306,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[11],['1.30e-08'],[0.393],[0.32],,,ERS3395768.bin.r.15,putative,ERS3395768,Industrial,calculus,ERS3395768-metaspades_015
NODE_103_length_46343_cov_10.809130,NODE_103_length_46343_cov_10.809130@1,24721,26718,False,20%,,IV-A1,2,['Csf4_0_IVA'],[23],['4.50e-16'],[0.387],[0.392],1,,ERS3395768.bin.r.15,putative,ERS3395768,Industrial,calculus,ERS3395768-metaspades_015
NODE_33_length_106131_cov_11.360779,NODE_33_length_106131_cov_11.360779@2,55510,58254,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[48],['4.80e-18'],[0.361],[0.935],1,,ERS3395768.bin.r.15,putative,ERS3395768,Industrial,calculus,ERS3395768-metaspades_015
NODE_105_length_46111_cov_10.220623,NODE_105_length_46111_cov_10.220623@1,7129,7908,False,0%,,III-A,1,['AbiEii_1_CAS-III-A'],[8],['1.60e-06'],[0.477],[0.349],,,ERS3395768.bin.r.15,putative,ERS3395768,Industrial,calculus,ERS3395768-metaspades_015
NODE_26_length_184416_cov_137.269428,NODE_26_length_184416_cov_137.269428@2,172373,177874,V-A,100%,100%,V-A,8,"['Cas2_11_CAS-I-II-III-IV-V-VI', 'Cas1_0_V', 'Cas4_0_V', 'Cas12a_1_VA']","[154, 155, 156, 157]","['5.30e-08', '2.30e-115', '4.40e-46', '0.00e+00']","[0.645, 0.96, 0.963, 0.974]","[0.648, 0.997, 0.871, 0.994]",-1,-1,CMC022.B.bin.r.79,known,CMC022.B,Non_industrial,plaque,CMC022.B-metaspades_079
NODE_76_length_115669_cov_48.337385,NODE_76_length_115669_cov_48.337385@2,104451,112308,I-C,100%,100%,I-C,22,"['Cas2_2_CAS-I-II-III-IV-V-VI', 'Cas1_5_CAS-I-II-III-IV-V-VI', 'Cas4_5_CAS-I-II-III-IV-V-VI', 'Cas7_1_CAS-I-C', 'Cas8c_3_CAS-I-C', 'Cas8c_3_CAS-I-C', 'Cas5_0_IC', 'Cas3_1_CAS-I', 'Cas3HD_0_CAS-I']","[95, 96, 97, 98, 99, 100, 101, 102, 103]","['1.80e-27', '1.60e-114', '1.40e-29', '3.30e-99', '4.60e-51', '4.10e-71', '5.70e-71', '4.10e-59', '1.50e-22']","[0.865, 0.978, 0.927, 0.961, 0.942, 0.942, 0.663, 0.68, 0.771]","[0.987, 0.917, 0.82, 0.993, 0.343, 0.589, 0.995, 0.481, 0.675]",-1,-1,CMC023.A.bin.r.63,known,CMC023.A,Non_industrial,plaque,CMC023.A-metaspades_063
NODE_16_length_167961_cov_36.770979,NODE_16_length_167961_cov_36.770979@2,160436,166329,II-A,100%,100%,II-A,9,"['Csn2_0_CAS-II-A', 'Cas2_9_CAS-I-II-III-IV-V-VI', 'Cas1_4_CAS-I-II-III-IV-V-VI', 'Cas9_0_II']","[143, 144, 145, 146]","['2.80e-42', '1.80e-17', '1.10e-87', '1.50e-177']","[0.928, 0.986, 0.804, 0.756]","[1.0, 0.673, 0.996, 0.961]",-1,-1,CMC024.B.bin.r.44,known,CMC024.B,Non_industrial,plaque,CMC024.B-metaspades_044
NODE_8600_length_6935_cov_6.887285,NODE_8600_length_6935_cov_6.887285@1,1,5291,II-A,100%,100%,II-A,9,"['Cas9_0_II', 'Cas1_4_CAS-I-II-III-IV-V-VI', 'Cas2_9_CAS-I-II-III-IV-V-VI', 'Csn2_0_CAS-II-A']","[1, 2, 3, 4]","['3.00e-131', '1.10e-87', '1.80e-16', '3.00e-42']","[0.628, 0.804, 0.985, 0.928]","[0.778, 0.996, 0.663, 1.0]",1,1,CMC025.B.bin.r.30,known,CMC025.B,Non_industrial,plaque,CMC025.B-metaspades_030
NODE_1_length_684618_cov_42.103236,NODE_1_length_684618_cov_42.103236@8,553341,559249,II-A,100%,100%,II-A,9,"['Csn2_0_CAS-II-A', 'Cas2_9_CAS-I-II-III-IV-V-VI', 'Cas1_4_CAS-I-II-III-IV-V-VI', 'Cas9_0_II']","[543, 544, 545, 546]","['3.70e-45', '7.50e-33', '8.90e-85', '6.00e-175']","[0.945, 0.935, 0.98, 0.751]","[1.0, 1.0, 0.92, 0.963]",-1,-1,CMC026.B.bin.r.18,known,CMC026.B,Non_industrial,plaque,CMC026.B-metaspades_018
NODE_1753_length_19777_cov_5.448020,NODE_1753_length_19777_cov_5.448020@1,17335,19230,II-A,0%,100%,II-A,7,"['Csn2_0_CAS-II-A', 'Cas2_9_CAS-I-II-III-IV-V-VI', 'Cas1_4_CAS-I-II-III-IV-V-VI']","[16, 17, 18]","['4.40e-42', '4.30e-16', '1.10e-87']","[0.928, 0.986, 0.804]","[1.0, 0.673, 0.996]",,-1,CMC027.B.bin.r.16,known,CMC027.B,Non_industrial,plaque,CMC027.B-metaspades_016
NODE_15_length_253591_cov_263.934789,NODE_15_length_253591_cov_263.934789@1,64921,76401,I-C,100%,100%,I-C,20,"['Csx19_20_CAS-III-D', 'Cas3_1_CAS-I', 'Cas5_0_IC', 'Cas8c_3_CAS-I-C', 'Cas8c_3_CAS-I-C', 'Cas7_1_CAS-I-C', 'Cas4_5_CAS-I-II-III-IV-V-VI', 'Cas1_5_CAS-I-II-III-IV-V-VI', 'Cas2_2_CAS-I-II-III-IV-V-VI']","[64, 67, 68, 69, 70, 71, 72, 73, 74]","['7.50e-03', '5.70e-59', '5.40e-71', '3.90e-71', '4.20e-51', '1.30e-100', '1.00e-28', '1.50e-114', '2.90e-27']","[0.707, 0.6, 0.663, 0.942, 0.942, 0.96, 0.927, 0.978, 0.865]","[0.449, 0.474, 0.995, 0.589, 0.343, 0.993, 0.82, 0.917, 0.987]",1,1,CMC035.B.bin.r.25,known,CMC035.B,Non_industrial,plaque,CMC035.B-metaspades_025
NODE_89_length_85722_cov_10.972655,NODE_89_length_85722_cov_10.972655@1,2752,8504,II-A,100%,100%,II-A,9,"['Csn2_0_CAS-II-A', 'Cas2_9_CAS-I-II-III-IV-V-VI', 'Cas1_4_CAS-I-II-III-IV-V-VI', 'Cas9_0_II', 'Cas9_0_II']","[4, 5, 6, 7, 8]","['4.20e-31', '7.70e-33', '4.90e-85', '2.90e-74', '3.70e-93']","[0.995, 0.935, 0.984, 0.481, 0.971]","[0.816, 1.0, 0.924, 0.382, 0.548]",-1,-1,CMC042.B.bin.r.11,known,CMC042.B,Non_industrial,plaque,CMC042.B-metaspades_011
NODE_8_length_162799_cov_8.344274,NODE_8_length_162799_cov_8.344274@1,2231,3013,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[2],['5.30e-06'],[0.333],[0.317],,,CMC005.B.bin.r.19,putative,CMC005.B,Non_industrial,plaque,CMC005.B-metaspades_019
NODE_387_length_33793_cov_8.348707,NODE_387_length_33793_cov_8.348707@1,9377,9727,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[7],['5.80e-19'],[0.812],[0.881],,,CMC005.B.bin.r.19,putative,CMC005.B,Non_industrial,plaque,CMC005.B-metaspades_019
NODE_209_length_45513_cov_7.623845,NODE_209_length_45513_cov_7.623845@4,43034,44080,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[42],['1.00e-05'],[0.415],[0.37],,,CMC005.B.bin.r.19,putative,CMC005.B,Non_industrial,plaque,CMC005.B-metaspades_019
NODE_306_length_38243_cov_9.126893,NODE_306_length_38243_cov_9.126893@1,30255,30830,False,29%,0%,I-A,2,['Cas3HD_0_CAS-I'],[22],['6.40e-03'],[0.349],[0.409],-1,,CMC005.B.bin.r.19,putative,CMC005.B,Non_industrial,plaque,CMC005.B-metaspades_019
NODE_8_length_162799_cov_8.344274,NODE_8_length_162799_cov_8.344274@2,80328,81287,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[91],['1.70e-06'],[0.362],[0.401],,,CMC005.B.bin.r.19,putative,CMC005.B,Non_industrial,plaque,CMC005.B-metaspades_019
NODE_223_length_44704_cov_7.793533,NODE_223_length_44704_cov_7.793533@2,16471,18402,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[15],['2.70e-10'],[0.32],[0.592],-1,,CMC005.B.bin.r.19,putative,CMC005.B,Non_industrial,plaque,CMC005.B-metaspades_019
NODE_209_length_45513_cov_7.623845,NODE_209_length_45513_cov_7.623845@1,558,1337,False,0%,,III-A,1,['AbiEii_0_CAS-III'],[1],['4.10e-06'],[0.442],[0.398],,,CMC005.B.bin.r.19,putative,CMC005.B,Non_industrial,plaque,CMC005.B-metaspades_019
NODE_223_length_44704_cov_7.793533,NODE_223_length_44704_cov_7.793533@1,8534,10258,False,14%,0%,I-A,1,['Cas3_0_I'],[10],['2.90e-12'],[0.43],[0.696],1,,CMC005.B.bin.r.19,putative,CMC005.B,Non_industrial,plaque,CMC005.B-metaspades_019
