Contig,Operon,Start,End,Prediction,Complete_Interference,Complete_Adaptation,Best_type,Best_score,Genes,Positions,E-values,CoverageSeq,CoverageHMM,Strand_Interference,Strand_Adaptation,sampleID,out_type,length,completeness,contamination,Secondary_sample_accession,MAG_source,Study,Oral_site,Age_BP,Country,Continent,Industrialization,sample_host,Sample,primary_cluster,log_age
NODE_126_length_23887_cov_73.1,NODE_126_length_23887_cov_73.1@1,224,1496,False,0%,67%,I-A,3,"['Cas1_8_CAS-I-II-III-IV-V-VI', 'Cas2_0_I-II-III']","[1, 2]","['6.50e-76', '5.10e-16']","[0.852, 0.924]","[0.989, 0.927]",,-1,ERS6205395.bin.r.5,putative,2027058,99.2,0,ERS6205395,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205395-megahit_005,24,
NODE_34_length_49134_cov_82.3,NODE_34_length_49134_cov_82.3@1,7864,9381,False,0%,"",III-A,1,['RT_0_CAS-III-AM-III-B'],[11],['7.10e-56'],[0.532],[0.903],,,ERS6205395.bin.r.5,putative,2027058,99.2,0,ERS6205395,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205395-megahit_005,24,
NODE_1_length_128469_cov_78.4,NODE_1_length_128469_cov_78.4@4,117642,118439,False,0%,33%,I-A,1,['Cas4_0_I-II'],[123],['7.90e-22'],[0.703],[0.989],,1,ERS6205395.bin.r.5,putative,2027058,99.2,0,ERS6205395,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205395-megahit_005,24,
NODE_1_length_128469_cov_78.4,NODE_1_length_128469_cov_78.4@1,22267,22533,False,0%,0%,I-A,0,['CasR_1_CAS-I-II-III-IV-V-VI'],[19],['2.20e-04'],[0.787],[0.312],,,ERS6205395.bin.r.5,putative,2027058,99.2,0,ERS6205395,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205395-megahit_005,24,
NODE_10_length_87671_cov_89.7,NODE_10_length_87671_cov_89.7@1,21880,22455,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[15],['7.50e-07'],[0.385],[0.644],,,ERS6205395.bin.r.5,putative,2027058,99.2,0,ERS6205395,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205395-megahit_005,24,
NODE_109_length_26044_cov_77.3,NODE_109_length_26044_cov_77.3@1,10518,10808,False,0%,0%,I-A,0,['CasR_1_CAS-I-II-III-IV-V-VI'],[15],['1.60e-04'],[0.742],[0.321],,,ERS6205395.bin.r.5,putative,2027058,99.2,0,ERS6205395,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205395-megahit_005,24,
NODE_65_length_35835_cov_71.5,NODE_65_length_35835_cov_71.5@2,21402,28119,False,0%,"",III-A,2,"['CasR_1_CAS-I-II-III-IV-V-VI', 'TPR_0_CAS-III-A', 'Csa3_1_CAS-I-II-III-IV-V-VI', 'Cas3_0_I']","[20, 22, 23, 25]","['7.30e-08', '7.20e-108', '2.00e-11', '3.60e-23']","[0.787, 0.992, 0.349, 0.412]","[0.33, 0.917, 0.703, 0.899]",,,ERS6205395.bin.r.5,putative,2027058,99.2,0,ERS6205395,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205395-megahit_005,24,
NODE_601_length_7930_cov_70.6,NODE_601_length_7930_cov_70.6@1,1592,2890,False,0%,"",III-A,1,['AbiEii_0_CAS-III'],[3],['9.90e-08'],[0.307],[0.437],,,ERS6205395.bin.r.5,putative,2027058,99.2,0,ERS6205395,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205395-megahit_005,24,
NODE_86_length_30709_cov_77.5,NODE_86_length_30709_cov_77.5@1,11818,12102,False,0%,0%,I-A,0,['CasR_1_CAS-I-II-III-IV-V-VI'],[12],['1.10e-06'],[0.684],[0.303],,,ERS6205395.bin.r.5,putative,2027058,99.2,0,ERS6205395,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205395-megahit_005,24,
NODE_164_length_19576_cov_77.0,NODE_164_length_19576_cov_77.0@1,10157,10591,False,17%,"",III-B,2,['Cmr6gr7_3_CAS-III-B-III-C'],[13],['6.70e-03'],[0.614],[0.352],-1,,ERS6205395.bin.r.5,putative,2027058,99.2,0,ERS6205395,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205395-megahit_005,24,
NODE_639_length_7424_cov_75.4,NODE_639_length_7424_cov_75.4@1,3400,4410,False,0%,"",IV-B,3,['CysH_0_IVB'],[7],['8.80e-05'],[0.436],[0.594],,,ERS6205395.bin.r.5,putative,2027058,99.2,0,ERS6205395,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205395-megahit_005,24,
NODE_179_length_18407_cov_76.1,NODE_179_length_18407_cov_76.1@1,11309,13529,False,0%,"",III-A,1,"['AbiEii_0_CAS-III', 'AbiEii_0_CAS-III']","[13, 14]","['3.50e-05', '2.90e-06']","[0.38, 0.494]","[0.472, 0.384]",,,ERS6205395.bin.r.5,putative,2027058,99.2,0,ERS6205395,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205395-megahit_005,24,
NODE_31_length_49890_cov_73.4,NODE_31_length_49890_cov_73.4@1,14169,15389,False,0%,33%,I-A,1,['Cas4_0_I-II'],[14],['4.30e-06'],[0.312],[0.706],,-1,ERS6205395.bin.r.5,putative,2027058,99.2,0,ERS6205395,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205395-megahit_005,24,
NODE_129_length_23715_cov_77.9,NODE_129_length_23715_cov_77.9@1,2072,2536,False,0%,0%,I-C,1,['HEAT_CxxC_PDDEXK_0_CAS-I-C'],[4],['2.60e-06'],[0.684],[0.396],,,ERS6205395.bin.r.5,putative,2027058,99.2,0,ERS6205395,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205395-megahit_005,24,
NODE_62_length_36324_cov_73.9,NODE_62_length_36324_cov_73.9@1,18593,19300,False,0%,33%,I-A,1,['Cas4_0_I-II'],[23],['6.50e-17'],[0.771],[0.978],,1,ERS6205395.bin.r.5,putative,2027058,99.2,0,ERS6205395,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205395-megahit_005,24,
NODE_267_length_13914_cov_76.9,NODE_267_length_13914_cov_76.9@1,9424,9816,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[11],['1.20e-19'],[0.656],[0.78],,,ERS6205395.bin.r.5,putative,2027058,99.2,0,ERS6205395,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205395-megahit_005,24,
NODE_58_length_37905_cov_80.6,NODE_58_length_37905_cov_80.6@1,4965,5906,False,0%,"",III-A,1,['AbiEii_0_CAS-III'],[5],['1.30e-05'],[0.436],[0.458],,,ERS6205395.bin.r.5,putative,2027058,99.2,0,ERS6205395,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205395-megahit_005,24,
NODE_441_length_10084_cov_75.8,NODE_441_length_10084_cov_75.8@1,5297,7126,False,20%,"",IV-A1,2,['Csf4_0_IVA'],[6],['3.20e-14'],[0.549],[0.548],1,,ERS6205395.bin.r.5,putative,2027058,99.2,0,ERS6205395,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205395-megahit_005,24,
NODE_48_length_40356_cov_73.2,NODE_48_length_40356_cov_73.2@1,7736,8563,False,0%,"",III-A,1,['AbiEii_0_CAS-III'],[10],['9.90e-07'],[0.402],[0.37],,,ERS6205395.bin.r.5,putative,2027058,99.2,0,ERS6205395,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205395-megahit_005,24,
NODE_145_length_22455_cov_75.3,NODE_145_length_22455_cov_75.3@1,11195,15511,False,0%,"",III-A,1,"['Csa3_1_CAS-I-II-III-IV-V-VI', 'AbiEii_0_CAS-III']","[12, 16]","['3.70e-06', '2.10e-05']","[0.56, 0.429]","[0.61, 0.359]",,,ERS6205395.bin.r.5,putative,2027058,99.2,0,ERS6205395,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205395-megahit_005,24,
NODE_96_length_28673_cov_74.1,NODE_96_length_28673_cov_74.1@1,22714,23505,False,0%,0%,I-A,0,['CasR_1_CAS-I-II-III-IV-V-VI'],[29],['8.60e-06'],[0.311],[0.394],,,ERS6205395.bin.r.5,putative,2027058,99.2,0,ERS6205395,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205395-megahit_005,24,
NODE_182_length_18163_cov_76.3,NODE_182_length_18163_cov_76.3@1,10272,10688,False,0%,0%,I-A,0,['CasR_1_CAS-I-II-III-IV-V-VI'],[12],['3.20e-08'],[0.525],[0.33],,,ERS6205395.bin.r.5,putative,2027058,99.2,0,ERS6205395,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205395-megahit_005,24,
NODE_247_length_14983_cov_76.9,NODE_247_length_14983_cov_76.9@1,4284,5210,False,0%,"",IV-B,3,['CysH_0_IVB'],[5],['1.50e-05'],[0.498],[0.61],,,ERS6205395.bin.r.5,putative,2027058,99.2,0,ERS6205395,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205395-megahit_005,24,
NODE_300_length_13059_cov_73.5,NODE_300_length_13059_cov_73.5@1,9124,9927,False,0%,"",III-A,1,['AbiEii_0_CAS-III'],[8],['2.70e-07'],[0.347],[0.313],,,ERS6205395.bin.r.5,putative,2027058,99.2,0,ERS6205395,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205395-megahit_005,24,
NODE_126_length_23887_cov_73.1,NODE_126_length_23887_cov_73.1@2,7715,8179,False,0%,0%,I-A,0,['CasR_1_CAS-I-II-III-IV-V-VI'],[9],['2.50e-05'],[0.723],[0.491],,,ERS6205395.bin.r.5,putative,2027058,99.2,0,ERS6205395,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205395-megahit_005,24,
NODE_112_length_25740_cov_99.0,NODE_112_length_25740_cov_99.0@1,4674,5948,False,14%,0%,I-A,2,['Cas3_0_CAS-I'],[6],['7.00e-14'],[0.605],[0.734],-1,,ERS6205395.bin.r.5,putative,2027058,99.2,0,ERS6205395,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205395-megahit_005,24,
NODE_65_length_35835_cov_71.5,NODE_65_length_35835_cov_71.5@3,35543,35833,False,0%,33%,I-A,1,['Cas4_0_I-II'],[30],['5.30e-06'],[0.907],[0.478],,-1,ERS6205395.bin.r.5,putative,2027058,99.2,0,ERS6205395,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205395-megahit_005,24,
NODE_158_length_20915_cov_72.9,NODE_158_length_20915_cov_72.9@1,2093,3085,False,0%,0%,I-A,0,['CasR_0_CAS-I-II-III-IV-V-VI'],[2],['5.60e-03'],[0.314],[0.515],,,ERS6205395.bin.r.5,putative,2027058,99.2,0,ERS6205395,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205395-megahit_005,24,
NODE_80_length_31853_cov_75.6,NODE_80_length_31853_cov_75.6@1,242,1081,False,0%,"",III-A,1,['AbiEii_0_CAS-III'],[2],['1.70e-08'],[0.4],[0.38],,,ERS6205395.bin.r.5,putative,2027058,99.2,0,ERS6205395,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205395-megahit_005,24,
NODE_66_length_35635_cov_78.0,NODE_66_length_35635_cov_78.0@1,17702,20299,False,14%,0%,I-A,1,['Cas3_0_I'],[17],['4.00e-17'],[0.394],[0.925],-1,,ERS6205395.bin.r.5,putative,2027058,99.2,0,ERS6205395,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205395-megahit_005,24,
NODE_60_length_36782_cov_72.5,NODE_60_length_36782_cov_72.5@1,7574,8257,False,0%,"",III-A,1,['AbiEii_0_CAS-III'],[6],['7.20e-08'],[0.601],[0.454],,,ERS6205395.bin.r.5,putative,2027058,99.2,0,ERS6205395,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205395-megahit_005,24,
NODE_8_length_92518_cov_75.8,NODE_8_length_92518_cov_75.8@1,19867,20565,False,0%,"",III-A,1,['AbiEii_0_CAS-III'],[27],['3.20e-06'],[0.635],[0.496],,,ERS6205395.bin.r.5,putative,2027058,99.2,0,ERS6205395,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205395-megahit_005,24,
NODE_1_length_128469_cov_78.4,NODE_1_length_128469_cov_78.4@2,27621,29210,False,0%,"",III-A,1,"['AbiEii_0_CAS-III', 'AbiEii_0_CAS-III']","[27, 29]","['1.70e-03', '2.80e-04']","[0.609, 0.404]","[0.408, 0.444]",,,ERS6205395.bin.r.5,putative,2027058,99.2,0,ERS6205395,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205395-megahit_005,24,
NODE_169_length_19310_cov_73.6,NODE_169_length_19310_cov_73.6@1,4730,5776,False,0%,0%,I-A,0,['DEDDh_0_CAS-I-II-III-IV-V-VI'],[7],['1.30e-06'],[0.341],[0.825],,,ERS6205395.bin.r.5,putative,2027058,99.2,0,ERS6205395,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205395-megahit_005,24,
NODE_65_length_35835_cov_71.5,NODE_65_length_35835_cov_71.5@1,15859,17418,False,20%,"",IV-A1,2,['Csf4_0_IVA'],[15],['1.40e-11'],[0.469],[0.407],-1,,ERS6205395.bin.r.5,putative,2027058,99.2,0,ERS6205395,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205395-megahit_005,24,
NODE_15_length_58781_cov_64.5,NODE_15_length_58781_cov_64.5@1,52565,53041,False,0%,0%,I-A,0,['CasR_1_CAS-I-II-III-IV-V-VI'],[58],['9.10e-07'],[0.403],[0.307],,,ERS6205396.bin.r.4,putative,2001928,99.2,0,ERS6205396,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205396-megahit_004,24,
NODE_32_length_37600_cov_63.7,NODE_32_length_37600_cov_63.7@1,15039,15830,False,0%,0%,I-A,0,['CasR_1_CAS-I-II-III-IV-V-VI'],[18],['8.40e-06'],[0.311],[0.394],,,ERS6205396.bin.r.4,putative,2001928,99.2,0,ERS6205396,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205396-megahit_004,24,
NODE_454_length_4767_cov_69.5,NODE_454_length_4767_cov_69.5@1,78,3248,False,0%,"",III-A,1,"['CasR_1_CAS-I-II-III-IV-V-VI', 'TPR_0_CAS-III-A', 'Csa3_1_CAS-I-II-III-IV-V-VI']","[1, 3, 4]","['7.90e-08', '6.20e-108', '2.70e-11']","[0.787, 0.992, 0.341]","[0.33, 0.917, 0.686]",,,ERS6205396.bin.r.4,putative,2001928,99.2,0,ERS6205396,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205396-megahit_004,24,
NODE_41_length_32265_cov_67.1,NODE_41_length_32265_cov_67.1@2,18688,20908,False,0%,"",III-A,1,"['AbiEii_0_CAS-III', 'AbiEii_0_CAS-III']","[20, 21]","['2.90e-06', '3.40e-05']","[0.494, 0.38]","[0.384, 0.472]",,,ERS6205396.bin.r.4,putative,2001928,99.2,0,ERS6205396,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205396-megahit_004,24,
NODE_14_length_59248_cov_67.3,NODE_14_length_59248_cov_67.3@1,27140,27715,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[21],['7.30e-07'],[0.385],[0.644],,,ERS6205396.bin.r.4,putative,2001928,99.2,0,ERS6205396,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205396-megahit_004,24,
NODE_97_length_14968_cov_65.5,NODE_97_length_14968_cov_65.5@1,9910,10176,False,0%,0%,I-A,0,['CasR_1_CAS-I-II-III-IV-V-VI'],[10],['2.10e-04'],[0.787],[0.312],,,ERS6205396.bin.r.4,putative,2001928,99.2,0,ERS6205396,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205396-megahit_004,24,
NODE_90_length_16629_cov_66.5,NODE_90_length_16629_cov_66.5@1,7123,7821,False,0%,"",III-A,1,['AbiEii_0_CAS-III'],[6],['2.60e-06'],[0.588],[0.458],,,ERS6205396.bin.r.4,putative,2001928,99.2,0,ERS6205396,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205396-megahit_004,24,
NODE_22_length_44873_cov_66.9,NODE_22_length_44873_cov_66.9@1,17499,17933,False,17%,"",III-B,2,['Cmr6gr7_3_CAS-III-B-III-C'],[20],['6.60e-03'],[0.614],[0.352],-1,,ERS6205396.bin.r.4,putative,2001928,99.2,0,ERS6205396,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205396-megahit_004,24,
NODE_39_length_32625_cov_62.7,NODE_39_length_32625_cov_62.7@1,2948,3775,False,0%,"",III-A,1,['AbiEii_0_CAS-III'],[6],['9.70e-07'],[0.402],[0.37],,,ERS6205396.bin.r.4,putative,2001928,99.2,0,ERS6205396,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205396-megahit_004,24,
NODE_171_length_8828_cov_64.5,NODE_171_length_8828_cov_64.5@1,4937,5776,False,0%,"",III-A,1,['AbiEii_0_CAS-III'],[9],['1.70e-08'],[0.4],[0.38],,,ERS6205396.bin.r.4,putative,2001928,99.2,0,ERS6205396,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205396-megahit_004,24,
NODE_67_length_22299_cov_64.4,NODE_67_length_22299_cov_64.4@1,2071,2535,False,0%,0%,I-C,1,['HEAT_CxxC_PDDEXK_0_CAS-I-C'],[4],['2.60e-06'],[0.684],[0.396],,,ERS6205396.bin.r.4,putative,2001928,99.2,0,ERS6205396,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205396-megahit_004,24,
NODE_61_length_24056_cov_83.7,NODE_61_length_24056_cov_83.7@1,15710,16174,False,0%,0%,I-A,0,['CasR_1_CAS-I-II-III-IV-V-VI'],[20],['2.50e-05'],[0.684],[0.477],,,ERS6205396.bin.r.4,putative,2001928,99.2,0,ERS6205396,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205396-megahit_004,24,
NODE_28_length_39318_cov_65.7,NODE_28_length_39318_cov_65.7@1,9260,10063,False,0%,"",III-A,1,['AbiEii_0_CAS-III'],[7],['2.60e-07'],[0.351],[0.317],,,ERS6205396.bin.r.4,putative,2001928,99.2,0,ERS6205396,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205396-megahit_004,24,
NODE_72_length_20987_cov_66.3,NODE_72_length_20987_cov_66.3@1,14969,15910,False,0%,"",III-A,1,['AbiEii_0_CAS-III'],[15],['1.30e-05'],[0.436],[0.458],,,ERS6205396.bin.r.4,putative,2001928,99.2,0,ERS6205396,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205396-megahit_004,24,
NODE_112_length_12988_cov_55.7,NODE_112_length_12988_cov_55.7@1,2339,2611,False,0%,0%,I-A,0,['CasR_0_CAS-I-II-III-IV-V-VI'],[3],['3.40e-06'],[0.714],[0.318],,,ERS6205396.bin.r.4,putative,2001928,99.2,0,ERS6205396,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205396-megahit_004,24,
NODE_13_length_60228_cov_63.7,NODE_13_length_60228_cov_63.7@1,8484,9287,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[8],['1.50e-04'],[0.496],[0.695],,,ERS6205396.bin.r.4,putative,2001928,99.2,0,ERS6205396,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205396-megahit_004,24,
NODE_30_length_38668_cov_63.1,NODE_30_length_38668_cov_63.1@1,14090,15310,False,0%,33%,I-A,1,['Cas4_0_I-II'],[14],['4.20e-06'],[0.312],[0.706],,-1,ERS6205396.bin.r.4,putative,2001928,99.2,0,ERS6205396,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205396-megahit_004,24,
NODE_66_length_22569_cov_79.3,NODE_66_length_22569_cov_79.3@1,11695,12492,False,0%,33%,I-A,1,['Cas4_0_I-II'],[7],['7.70e-22'],[0.703],[0.989],,1,ERS6205396.bin.r.4,putative,2001928,99.2,0,ERS6205396,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205396-megahit_004,24,
NODE_106_length_14417_cov_64.3,NODE_106_length_14417_cov_64.3@1,12298,13308,False,0%,"",IV-B,3,['CysH_0_IVB'],[8],['1.30e-04'],[0.433],[0.59],,,ERS6205396.bin.r.4,putative,2001928,99.2,0,ERS6205396,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205396-megahit_004,24,
NODE_2702_length_2053_cov_56.4,NODE_2702_length_2053_cov_56.4@1,1697,1951,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[2],['1.50e-04'],[0.671],[0.5],,,ERS6205396.bin.r.4,putative,2001928,99.2,0,ERS6205396,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205396-megahit_004,24,
NODE_41_length_32265_cov_67.1,NODE_41_length_32265_cov_67.1@1,9388,9780,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[12],['1.20e-19'],[0.656],[0.78],,,ERS6205396.bin.r.4,putative,2001928,99.2,0,ERS6205396,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205396-megahit_004,24,
NODE_281_length_6167_cov_66.5,NODE_281_length_6167_cov_66.5@1,4286,5212,False,0%,"",IV-B,3,['CysH_0_IVB'],[5],['1.40e-05'],[0.498],[0.61],,,ERS6205396.bin.r.4,putative,2001928,99.2,0,ERS6205396,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205396-megahit_004,24,
NODE_28_length_39318_cov_65.7,NODE_28_length_39318_cov_65.7@2,20147,24463,False,0%,"",III-A,1,"['AbiEii_0_CAS-III', 'Csa3_1_CAS-I-II-III-IV-V-VI']","[23, 27]","['2.00e-05', '3.60e-06']","[0.429, 0.56]","[0.359, 0.61]",,,ERS6205396.bin.r.4,putative,2001928,99.2,0,ERS6205396,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205396-megahit_004,24,
NODE_20_length_52674_cov_62.2,NODE_20_length_52674_cov_62.2@1,7305,7988,False,0%,"",III-A,1,['AbiEii_0_CAS-III'],[6],['4.50e-08'],[0.601],[0.454],,,ERS6205396.bin.r.4,putative,2001928,99.2,0,ERS6205396,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205396-megahit_004,24,
NODE_87_length_17166_cov_64.8,NODE_87_length_17166_cov_64.8@1,13768,14814,False,0%,0%,I-A,0,['DEDDh_0_CAS-I-II-III-IV-V-VI'],[18],['1.30e-06'],[0.341],[0.825],,,ERS6205396.bin.r.4,putative,2001928,99.2,0,ERS6205396,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205396-megahit_004,24,
NODE_20_length_52674_cov_62.2,NODE_20_length_52674_cov_62.2@2,45993,46538,False,17%,"",III-D,3,['Csx19_5_CAS-III-D'],[40],['1.80e-03'],[0.308],[0.348],-1,,ERS6205396.bin.r.4,putative,2001928,99.2,0,ERS6205396,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205396-megahit_004,24,
NODE_145_length_10344_cov_65.2,NODE_145_length_10344_cov_65.2@1,4001,5830,False,20%,"",IV-A1,2,['Csf4_0_IVA'],[7],['3.40e-14'],[0.549],[0.548],-1,,ERS6205396.bin.r.4,putative,2001928,99.2,0,ERS6205396,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205396-megahit_004,24,
NODE_258_length_6610_cov_64.4,NODE_258_length_6610_cov_64.4@1,3920,5479,False,20%,"",IV-A1,2,['Csf4_0_IVA'],[6],['5.50e-11'],[0.465],[0.404],1,,ERS6205396.bin.r.4,putative,2001928,99.2,0,ERS6205396,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205396-megahit_004,24,
NODE_122_length_12462_cov_65.9,NODE_122_length_12462_cov_65.9@1,323,607,False,0%,0%,I-A,0,['Csa3_1_CAS-I-II-III-IV-V-VI'],[1],['2.70e-06'],[0.684],[0.593],,,ERS6205396.bin.r.4,putative,2001928,99.2,0,ERS6205396,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205396-megahit_004,24,
NODE_14_length_59248_cov_67.3,NODE_14_length_59248_cov_67.3@2,51406,53127,False,20%,"",IV-A1,2,['Csf4_0_IVA'],[45],['5.20e-11'],[0.474],[0.455],1,,ERS6205396.bin.r.4,putative,2001928,99.2,0,ERS6205396,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205396-megahit_004,24,
NODE_54_length_25563_cov_63.0,NODE_54_length_25563_cov_63.0@1,6689,7396,False,0%,33%,I-A,1,['Cas4_0_I-II'],[10],['6.40e-17'],[0.771],[0.978],,1,ERS6205396.bin.r.4,putative,2001928,99.2,0,ERS6205396,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205396-megahit_004,24,
NODE_60_length_24307_cov_63.8,NODE_60_length_24307_cov_63.8@1,3348,5084,False,0%,"",III-A,1,['AbiEii_0_CAS-III'],[4],['5.50e-08'],[0.34],[0.504],,,ERS6205396.bin.r.4,putative,2001928,99.2,0,ERS6205396,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205396-megahit_004,24,
NODE_62_length_23742_cov_71.7,NODE_62_length_23742_cov_71.7@1,20159,21151,False,0%,0%,I-A,0,['CasR_0_CAS-I-II-III-IV-V-VI'],[11],['5.50e-03'],[0.314],[0.515],,,ERS6205396.bin.r.4,putative,2001928,99.2,0,ERS6205396,Ancient,Granehall2021,anc_calculus,1300,Italy,Europe,Ancient,Homo sapiens,ERS6205396-megahit_004,24,
